GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,REACHCODE,COMID,closest_node_m,snap_m,snap_xy,closest,name_check,name_check_txt,input_id
East Branch Pecatonica River,2.126155572,13410088,7.09E+12,13410088,805.2870094,802.8400386,POINT (-89.90245337232857 42.83949745947789),3,0.129032258,nan,FW08WI008
Olson Creek,0.880032244,13410090,7.09E+12,13410090,805.2870094,805.2870094,POINT (-89.90269817081038 42.83922360030727),4,0.142857143,nan,FW08WI008
Peshtigo River,3.288334268,6817998,4.03011E+12,6817998,520.7818588,11.09302183,POINT (-88.44749799835294 45.53455370869851),1,0,nan,FW08WI009
Peshtigo River,0.401968713,6817980,4.03011E+12,6817980,520.7818588,465.9967808,POINT (-88.45216550708554 45.53706512880948),2,0,nan,FW08WI009
,0.388470618,6817982,4.03011E+12,6817982,520.7818588,520.7818588,POINT (-88.45372537373325 45.53612679588407),3,0,"no name match, water name and or gnis name not provided",FW08WI009
Peshtigo River,3.457573219,6817976,4.03011E+12,6817976,662.4490045,726.1561109,POINT (-88.45061019168219 45.54061105874914),4,0,nan,FW08WI009
Arrowhead River,1.476929858,9034609,4.0302E+12,9034609,519.6070992,7.817272223,POINT (-88.63662434242318 44.17965473733604),1,0.111111111,nan,FW08WI010
Arrowhead River,1.368936268,9034593,4.0302E+12,9034593,519.6070992,519.6070992,POINT (-88.6349621057613 44.18410899790473),2,0.111111111,nan,FW08WI010
,3.230922641,9034595,4.0302E+12,9034595,519.6070992,519.6070992,POINT (-88.6349621057613 44.18410899790473),3,0,"no name match, water name and or gnis name not provided",FW08WI010
,1.684128553,9034611,4.0302E+12,9034611,927.1758309,682.1209911,POINT (-88.6354997063308 44.17352299809306),4,0,"no name match, water name and or gnis name not provided",FW08WI010
No Name Creek,5.365614317,13291194,7.09E+12,13291194,1925.45883,2.341384206,POINT (-88.44502552675017 43.46058666415681),1,0.25,nan,FW08WI011
,4.023320771,13292196,7.09E+12,13292196,1307.613133,1307.613133,POINT (-88.46083990721409 43.46313999868345),2,0,"no name match, water name and or gnis name not provided",FW08WI011
,4.265306612,13292190,7.09E+12,13292190,1461.413854,1461.413854,POINT (-88.45137210690557 43.47284273274577),3,0,"no name match, water name and or gnis name not provided",FW08WI011
Diamond Valley Creek,6.839174351,13098350,7.05001E+12,13098350,2825.472938,6.846528282,POINT (-91.10649429493125 44.65316755996063),1,0.173913043,FW08WI012,
Little Weirgor Creek,5.967002007,13122026,7.05E+12,13122026,472.5173254,5.611481101,POINT (-91.23257516081253 45.66434576083339),1,0,FW08WI013,
Swan Creek,5.063725877,13122608,7.05E+12,13122608,472.5173254,472.5173254,POINT (-91.23560430207132 45.6679757947077),2,0.307692308,FW08WI013,
Little Weirgor Creek,1.638803477,13121974,7.05E+12,13121974,472.5173254,472.5173254,POINT (-91.23560430207132 45.6679757947077),3,0,FW08WI013,
Dutchman Creek,7.379484155,1798349,4.0103E+12,1798349,491.0032621,1.022343978,POINT (-91.94539584917271 46.67572225544912),1,0.235294118,nan,FW08WI014
,1.333679921,904010104,4.0103E+12,904010104,491.0032621,478.6488866,POINT (-91.94524162994999 46.68003311599282),2,0,"no name match, water name and or gnis name not provided",FW08WI014
,0.529129835,1799259,4.0103E+12,1799259,491.0032621,491.0032621,POINT (-91.94326436757797 46.67989152672317),3,0,"no name match, water name and or gnis name not provided",FW08WI014
Morrison Creek,1.279155657,1798155,4.0103E+12,1798155,862.7277165,758.9568858,POINT (-91.93595190099616 46.67370139500235),4,0.117647059,nan,FW08WI014
Clearwater Creek,3.605355056,14728444,7.07E+12,14728444,1595.436268,11.53669365,POINT (-89.22833943715067 45.26357260462472),1,0.105263158,FW08WI016,
West Branch Eau Claire River,1.886002965,14728440,7.07E+12,14728440,1377.389014,1166.654596,POINT (-89.23703657180151 45.25500773010013),2,0.129032258,FW08WI016,
Sucker Creek,8.685497753,14728428,7.07E+12,14728428,1377.389014,1358.352419,POINT (-89.2400773062041 45.25454759614843),3,0,FW08WI016,
West Branch Eau Claire River,1.103603037,14727004,7.07E+12,14727004,1377.389014,1377.389014,POINT (-89.24001210563726 45.25427339582766),4,0.129032258,FW08WI016,
Hemlock Creek,3.387558728,14702626,7.07E+12,14702626,1078.807159,4.007023719,POINT (-89.98844104057203 44.53031091676451),1,0,nan,FW08WI017
North Fork Hemlock Creek,0.757679228,14702548,7.07E+12,14702548,1078.807159,1078.807159,POINT (-89.99671850362562 44.53800999769751),2,0.074074074,nan,FW08WI017
Hemlock Creek,0.286865221,14702550,7.07E+12,14702550,1078.807159,1078.807159,POINT (-89.99671850362562 44.53800999769751),3,0,nan,FW08WI017
,2.101199967,14702638,7.07E+12,14702638,1382.810787,1174.736897,POINT (-89.98719417121018 44.51983019809322),4,0,"no name match, water name and or gnis name not provided",FW08WI017
Madison Creek,2.33490516,13136851,7.04001E+12,13136851,400.2944743,9.567572335,POINT (-90.72585019023107 44.20045972624791),1,0.25,FW08WI018,
Robinson Creek,3.710106339,13136865,7.04001E+12,13136865,1757.727314,1189.514506,POINT (-90.72288357012775 44.18991479775847),2,0.235294118,FW08WI018,
Burns Creek,2.740622528,2454082,7.04001E+12,2454082,81.63452608,10.2390723,POINT (-90.97235445605038 43.94386387307144),1,0.142857143,nan,FW08WI019
,3.251662266,2454084,7.04001E+12,2454084,81.63452608,81.63452608,POINT (-90.97327456891962 43.94351459909402),2,0,"no name match, water name and or gnis name not provided",FW08WI019
Burns Creek,5.092454617,2454112,7.04001E+12,2454112,81.63452608,81.63452608,POINT (-90.97327456891962 43.94351459909402),3,0.142857143,nan,FW08WI019
Jennie Webber Creek,2.487104379,13395797,7.07E+12,13395797,125.7241624,8.034098303,POINT (-89.30857515536245 45.73346451307777),1,0.181818182,nan,FW08WI020
,2.553567648,13395799,7.07E+12,13395799,125.7241624,125.7241624,POINT (-89.30726650497715 45.73280692880738),2,0,"no name match, water name and or gnis name not provided",FW08WI020
Jennie Webber Creek,9.483861457,13396639,7.07E+12,13396639,125.7241624,125.7241624,POINT (-89.30726650497715 45.73280692880738),3,0.181818182,nan,FW08WI020
Plum Creek,2.113404089,13626319,7.07001E+12,13626319,196.4575148,0.000221657,POINT (-91.02181226257304 43.14322912068064),1,0,nan,FW08WI025
Plum Creek,1.961363193,13626317,7.07001E+12,13626317,196.4575148,196.4575148,POINT (-91.02124010194885 43.14493859994639),2,0,nan,FW08WI025
,1.458335687,13626315,7.07001E+12,13626315,196.4575148,197.8269086,POINT (-91.02148099047575 43.14498407075379),3,0,"no name match, water name and or gnis name not provided",FW08WI025
,2.81150758,13626321,7.07001E+12,13626321,1685.563031,1448.452444,POINT (-91.01848716873143 43.13048600007942),4,0,"no name match, water name and or gnis name not provided",FW08WI025
,2.489597011,14707622,7.07E+12,14707622,1116.616088,0.000346856,POINT (-90.21632333564571 44.21899776000613),1,0,"no name match, water name and or gnis name not provided",FW08WI026
,4.954894193,14707616,7.07E+12,14707616,1116.616088,857.9723103,POINT (-90.20957870405937 44.21299693077339),2,0,"no name match, water name and or gnis name not provided",FW08WI026
,2.065786521,14706546,7.07E+12,14706546,nan,1003.903245,POINT (-90.22495717007303 44.21243739813914),3,0,"no name match, water name and or gnis name not provided",FW08WI026
,0.650702191,14706514,7.07E+12,14706514,1606.967099,1027.505011,POINT (-90.22581557022322 44.21275673129762),4,0,"no name match, water name and or gnis name not provided",FW08WI026
Goose Creek,2.516980004,13624709,7.07001E+12,13624709,204.994194,0.000172716,POINT (-90.62979470937623 43.5329664285193),1,0,nan,FW08WI038
,2.017097887,13624699,7.07001E+12,13624699,204.994194,204.994194,POINT (-90.62727470283427 43.53323633179443),2,0,"no name match, water name and or gnis name not provided",FW08WI038
Goose Creek,1.003530708,13624705,7.07001E+12,13624705,204.994194,204.994194,POINT (-90.62727470283427 43.53323633179443),3,0,nan,FW08WI038
Goose Creek,1.781476016,13624717,7.07001E+12,13624717,2766.704038,1139.736906,POINT (-90.61580636969886 43.53136119881211),4,0,nan,FW08WI038
Marengo River,1.737076677,1814823,4.0103E+12,1814823,401.3230733,0.000184134,POINT (-90.74116136781423 46.41642292066984),1,0.25,nan,FW08WI039
Marengo River,2.135644335,1815707,4.0103E+12,1815707,401.3230733,390.4611658,POINT (-90.74593550286259 46.41524632784147),2,0.25,nan,FW08WI039
,0.523822925,1814839,4.0103E+12,1814839,401.3230733,401.3230733,POINT (-90.74590170290776 46.41492639420573),3,0,"no name match, water name and or gnis name not provided",FW08WI039
,3.637053023,1814931,4.0103E+12,1814931,925.7388325,637.038799,POINT (-90.73710670263441 46.41141592791445),4,0,"no name match, water name and or gnis name not provided",FW08WI039
,1.939568815,13137685,7.04001E+12,13137685,1670.890801,0.000392719,POINT (-90.76170837160188 44.25218118666757),1,0,"no name match, water name and or gnis name not provided",FW08WI042
,0.00836596,13138101,7.04001E+12,13138101,nan,257.2610175,POINT (-90.7645537029664 44.25327493107964),2,0,"no name match, water name and or gnis name not provided",FW08WI042
,0.178483869,13138099,7.04001E+12,13138099,nan,261.9617723,POINT (-90.76459596868409 44.25330773115166),3,0,"no name match, water name and or gnis name not provided",FW08WI042
,1.217810121,13136695,7.04001E+12,13136695,1573.076546,426.7279777,POINT (-90.76631190298585 44.2541417979912),4,0,"no name match, water name and or gnis name not provided",FW08WI042
Elk Creek,0.701098049,13106121,7.05001E+12,13106121,289.4896547,0.000262275,POINT (-91.55694876924126 44.94776378770542),1,0,nan,FW08WI047
Elk Creek,0.339740607,13106129,7.05001E+12,13106129,289.4896547,289.4896547,POINT (-91.56035876918803 44.94679639699004),2,0,nan,FW08WI047
,2.681424315,13106123,7.05001E+12,13106123,289.4896547,348.3333639,POINT (-91.55816456774103 44.95077299672674),3,0,"no name match, water name and or gnis name not provided",FW08WI047
Elk Creek,1.46498001,13106119,7.05001E+12,13106119,358.8042797,358.8042797,POINT (-91.55240610117708 44.94754573098935),4,0,nan,FW08WI047
,2.505187764,13106173,7.05001E+12,13106173,358.8042797,358.8042797,POINT (-91.55240610117708 44.94754573098935),5,0,"no name match, water name and or gnis name not provided",FW08WI047
Pike River,2.618644434,6847893,4.03011E+12,6847893,nan,0.000404787,POINT (-87.98249332038209 45.49625695363216),1,0,FW08WI060,
Pike River,4.737020736,6841269,4.03011E+12,6841269,5533.044664,1052.795915,POINT (-87.9701053069244 45.49997619576235),2,0,FW08WI060,
Pike River,0.409433923,6841267,4.03011E+12,6841267,nan,1386.271414,POINT (-87.99942737429949 45.4999657298754),3,0,FW08WI060,
Pike River,0.107172196,6847891,4.03011E+12,6847891,nan,1386.271414,POINT (-87.99942737429949 45.4999657298754),4,0,FW08WI060,
South Fork Popple River,0.514172023,13133075,7.04001E+12,13133075,240.7453133,6.77E-05,POINT (-90.49366235915039 44.91028520008507),1,0,nan,FW08WI062
South Fork Popple River,1.929883172,13134183,7.04001E+12,13134183,240.7453133,240.7453133,POINT (-90.49458097027846 44.91234799678983),2,0,nan,FW08WI062
,1.809116823,13133071,7.04001E+12,13133071,240.7453133,246.6728049,POINT (-90.49403450277623 44.91248573116088),3,0,"no name match, water name and or gnis name not provided",FW08WI062
,1.997373878,13134185,7.04001E+12,13134185,251.269209,251.269209,POINT (-90.49318990307744 44.90805259708156),4,0,"no name match, water name and or gnis name not provided",FW08WI062
South Fork Popple River,2.576464663,13133103,7.04001E+12,13133103,251.269209,251.269209,POINT (-90.49318990307744 44.90805259708156),5,0,nan,FW08WI062
Lane Creek,0.37250323,13638525,7.07001E+12,13638525,92.4287587,0.000128624,POINT (-90.99134562016913 42.97611209114476),1,0.307692308,nan,FW08WI069
,2.781557891,13638523,7.07001E+12,13638523,92.4287587,92.4287587,POINT (-90.9902067689773 42.97613859997705),2,0,"no name match, water name and or gnis name not provided",FW08WI069
Lane Creek,0.948200718,13638535,7.07001E+12,13638535,92.4287587,92.4287587,POINT (-90.9902067689773 42.97613859997705),3,0.307692308,nan,FW08WI069
,2.718368726,13638549,7.07001E+12,13638549,277.138169,255.8001999,POINT (-90.99378938241284 42.97466494185623),4,0,"no name match, water name and or gnis name not provided",FW08WI069
,4.833274674,13633699,7.07001E+12,13633699,599.5086047,7.85E-05,POINT (-89.24909632961501 43.45534935064623),1,0,"no name match, water name and or gnis name not provided",FW08WI072
,1.080346606,13631913,7.07001E+12,13631913,755.6182908,755.6182908,POINT (-89.25760657158231 43.45250273290614),2,0,"no name match, water name and or gnis name not provided",FW08WI072
,1.914020067,13631931,7.07001E+12,13631931,989.6460819,989.6460819,POINT (-89.2565787047444 43.44831799881847),3,0,"no name match, water name and or gnis name not provided",FW08WI072
,0.379634953,13634177,7.07001E+12,13634177,1496.949375,1496.949375,POINT (-89.2544553716714 43.44250913308048),4,0,"no name match, water name and or gnis name not provided",FW08WI072
Apple River,6.596040246,2649208,7.03001E+12,2649208,1665.173259,0.00034473,POINT (-92.49501661036706 45.26919193308903),1,0.142857143,FW08WI075,
Halfway Creek,1.526187856,2455266,7.04001E+12,2455266,299.5156284,0.000436611,POINT (-91.24194939023202 43.96700492608858),1,0.125,nan,FW08WI077
Halfway Creek,8.195783178,2456078,7.04001E+12,2456078,299.5156284,299.5156284,POINT (-91.24567650206589 43.96727499780087),2,0.125,nan,FW08WI077
,1.64740013,2455262,7.04001E+12,2455262,299.5156284,299.5156284,POINT (-91.24567650206589 43.96727499780087),3,0,"no name match, water name and or gnis name not provided",FW08WI077
,0.382319085,2455268,7.04001E+12,2455268,918.7898668,899.3056592,POINT (-91.23079936940968 43.96806619880194),4,0,"no name match, water name and or gnis name not provided",FW08WI077
North Fork Eau Claire River,1.466709437,13096776,7.05001E+12,13096776,302.8523285,0.00063704,POINT (-90.84791783403955 44.87740326504441),1,0.133333333,nan,FW08WI078
Sterling Creek,4.844844035,13096774,7.05001E+12,13096774,302.8523285,302.8523285,POINT (-90.84421917027055 44.87667419697618),2,0.117647059,nan,FW08WI078
North Fork Eau Claire River,0.684145182,13096780,7.05001E+12,13096780,302.8523285,307.0595437,POINT (-90.84430106331136 44.87638369540479),3,0.133333333,nan,FW08WI078
North Fork Eau Claire River,0.895774144,13096794,7.05001E+12,13096794,742.9138957,742.9138957,POINT (-90.84502650288196 44.87105139699499),4,0.133333333,nan,FW08WI078
,1.938382847,13096792,7.05001E+12,13096792,742.9138957,742.9138957,POINT (-90.84502650288196 44.87105139699499),5,0,"no name match, water name and or gnis name not provided",FW08WI078
,2.620734707,2268185,7.03E+12,2268185,17.00551108,0.000393533,POINT (-92.07057780374235 45.68021178237786),1,0,"no name match, water name and or gnis name not provided",FW08WI083
South Fork Clam River,0.550593299,2268123,7.03E+12,2268123,17.00551108,17.00551108,POINT (-92.07048896803065 45.68035159520608),2,0.083333333,nan,FW08WI083
South Fork Clam River,1.270789464,2268127,7.03E+12,2268127,17.00551108,17.00551108,POINT (-92.07048896803065 45.68035159520608),3,0.083333333,nan,FW08WI083
South Fork Clam River,0.014144892,2268805,7.03E+12,2268805,nan,539.0136229,POINT (-92.07480756757079 45.68405039527055),4,0.083333333,nan,FW08WI083
East Fork Cranberry River,3.378078117,1798965,4.0103E+12,1798965,865.1414941,0.000267479,POINT (-91.26533584058954 46.78863037761923),1,0.142857143,nan,FW08WI088
,2.97502853,1797797,4.0103E+12,1797797,1249.938719,525.8948146,POINT (-91.26422156886359 46.79331652728985),2,0,"no name match, water name and or gnis name not provided",FW08WI088
,2.990169245,1797839,4.0103E+12,1797839,1021.754466,585.4284596,POINT (-91.26683716901461 46.78344679391068),3,0,"no name match, water name and or gnis name not provided",FW08WI088
Cranberry River,0.544793327,1797809,4.0103E+12,1797809,865.1414941,851.3891773,POINT (-91.27630656806447 46.78983132700321),4,0.222222222,nan,FW08WI088
Prairie River,3.761767706,14727088,7.07E+12,14727088,1000.177668,0.000193289,POINT (-89.64785204103535 45.22549321157695),1,0.125,FW08WI098,
Little Hay Meadow Creek,14.08444079,14728410,7.07E+12,14728410,1000.177668,958.7404156,POINT (-89.65507497104068 45.21854119607524),2,0.076923077,FW08WI098,
Prairie River,1.686397696,14727110,7.07E+12,14727110,1000.177668,1000.177668,POINT (-89.65420137057637 45.21769599620815),3,0.125,FW08WI098,
Prairie River,3.670194799,14728416,7.07E+12,14728416,1238.727725,1238.727725,POINT (-89.64321777108758 45.23614039590922),4,0.125,FW08WI098,
Black Alder Creek,7.070993638,14728414,7.07E+12,14728414,1238.727725,1238.727725,POINT (-89.64321777108758 45.23614039590922),5,0.1,FW08WI098,
Middle Branch Embarrass River,5.688249772,9029455,4.0302E+12,9029455,2335.49253,0.000214963,POINT (-89.12750568032423 45.01972627808181),1,0.125,FW08WI100,
Sucker Creek,12.6120116,13079955,7.05001E+12,13079955,1157.396725,0.000512131,POINT (-91.55276139873412 45.62458636547715),1,0,nan,FW08WI104
,4.464730933,13079961,7.05001E+12,13079961,1124.377466,1039.032734,POINT (-91.54317830165856 45.61809219608578),2,0,"no name match, water name and or gnis name not provided",FW08WI104
Pigeon Creek,6.812489301,13079965,7.05001E+12,13079965,1124.377466,1124.377466,POINT (-91.54334290187832 45.6169265961018),3,0.133333333,nan,FW08WI104
Pigeon Creek,3.316978938,13079967,7.05001E+12,13079967,1124.377466,1147.279022,POINT (-91.54471236799257 45.6159445963089),4,0.133333333,nan,FW08WI104
,1.852893439,1815393,4.0103E+12,1815393,16.92710564,0.000553619,POINT (-90.62791898864015 46.25977572490081),1,0,"no name match, water name and or gnis name not provided",FW08RWI9029
Minnow Creek,4.708449596,1815835,4.0103E+12,1815835,16.92710564,16.17897127,POINT (-90.62812612203771 46.25979704390701),2,0.266666667,nan,FW08RWI9029
Minnow Creek,3.641652806,1815391,4.0103E+12,1815391,16.92710564,16.92710564,POINT (-90.62812250329264 46.25983219497189),3,0.266666667,nan,FW08RWI9029
Manitowish River,10.40981944,13344838,7.05E+12,13344838,2141.824948,0.000105916,POINT (-89.72516082026165 46.09463360093689),1,0.210526316,FW08RWI9067,
Squaw Creek,3.847758918,12992009,7.05E+12,12992009,420.020529,0.000275017,POINT (-90.00250270976404 45.92217164247177),1,0.142857143,nan,FW08RWI9071
Squaw Creek,0.235268254,12992785,7.05E+12,12992785,420.020529,420.020529,POINT (-90.00139017108812 45.91846919511146),2,0.142857143,nan,FW08RWI9071
Squaw Creek,0.937961881,12990763,7.05E+12,12990763,631.8513146,631.8513146,POINT (-90.0001557041376 45.91672219576609),3,0.142857143,nan,FW08RWI9071
Squaw Creek,2.153523242,12990767,7.05E+12,12990767,1203.288,1203.288,POINT (-89.99676230362762 45.91210452883071),4,0.142857143,nan,FW08RWI9071
,0.042399947,12990765,7.05E+12,12990765,1203.288,1203.288,POINT (-89.99676230362762 45.91210452883071),5,0,"no name match, water name and or gnis name not provided",FW08RWI9071
,3.839935448,13392271,7.07E+12,13392271,1261.065652,6.53E-05,POINT (-89.2615026392165 46.09217289978194),1,0,"no name match, water name and or gnis name not provided",FW08RWI9074
Haymeadow Creek,11.18888174,13392327,7.07E+12,13392327,1261.065652,1261.065652,POINT (-89.26082550518552 46.08081832822539),2,0.111111111,nan,FW08RWI9074
,2.922845692,13391955,7.07E+12,13391955,1261.065652,1261.065652,POINT (-89.26082550518552 46.08081832822539),3,0,"no name match, water name and or gnis name not provided",FW08RWI9074
Colburn Creek,3.004825763,6820782,4.03011E+12,6820782,673.7330297,0.000116317,POINT (-88.53708886027736 45.48000889897181),1,0.125,FW08RWI9100,
Mexico Creek,1.054266494,6820040,4.03011E+12,6820040,673.7330297,673.7330297,POINT (-88.54469510626041 45.48285832896359),2,0,FW08RWI9100,
Kufner Creek,4.34656567,6820772,4.03011E+12,6820772,673.7330297,673.7330297,POINT (-88.54469510626041 45.48285832896359),3,0.133333333,FW08RWI9100,
Mexico Creek,2.308226683,6820788,4.03011E+12,6820788,1279.702874,1279.702874,POINT (-88.55340770684644 45.47911492874028),4,0,FW08RWI9100,
Johnson Creek,0.954119132,6820778,4.03011E+12,6820778,1279.702874,1279.702874,POINT (-88.55340770684644 45.47911492874028),5,0.25,FW08RWI9100,
,1.815008084,13451574,7.12E+12,13451574,181.760391,9.89E-05,POINT (-87.66814634881462 41.02389567002086),1,0,"no name match, water name and or gnis name not provided",FW08IL008
,0.488656433,13451560,7.12E+12,13451560,181.760391,181.760391,POINT (-87.6681749065678 41.02551880322951),2,0,"no name match, water name and or gnis name not provided",FW08IL008
,3.124251081,13451566,7.12E+12,13451566,181.760391,181.760391,POINT (-87.6681749065678 41.02551880322951),3,0,"no name match, water name and or gnis name not provided",FW08IL008
,3.537322682,13451532,7.12E+12,13451532,472.9981704,472.9981704,POINT (-87.67029130779636 41.02780607017863),4,0,"no name match, water name and or gnis name not provided",FW08IL008
,0.330912782,13451552,7.12E+12,13451552,472.9981704,472.9981704,POINT (-87.67029130779636 41.02780607017863),5,0,"no name match, water name and or gnis name not provided",FW08IL008
,1.425558056,13451530,7.12E+12,13451530,472.9981704,472.9981704,POINT (-87.67029130779636 41.02780607017863),6,0,"no name match, water name and or gnis name not provided",FW08IL008
,2.762202348,13552963,7.13001E+12,13552963,348.9506489,7.57E-05,POINT (-89.40745644089893 40.37259741998696),1,0,"no name match, water name and or gnis name not provided",FW08IL032
,4.390632213,13552895,7.13001E+12,13552895,348.9506489,348.9506489,POINT (-89.41041150501736 40.37478187133103),2,0,"no name match, water name and or gnis name not provided",FW08IL032
,0.823275689,13552907,7.13001E+12,13552907,348.9506489,348.9506489,POINT (-89.41041150501736 40.37478187133103),3,0,"no name match, water name and or gnis name not provided",FW08IL032
,1.799782304,13552955,7.13001E+12,13552955,825.8808594,825.8808594,POINT (-89.41725817223117 40.37228620433589),4,0,"no name match, water name and or gnis name not provided",FW08IL032
,2.786568723,13552929,7.13001E+12,13552929,825.8808594,825.8808594,POINT (-89.41725817223117 40.37228620433589),5,0,"no name match, water name and or gnis name not provided",FW08IL032
,3.451563882,14785985,7.12E+12,14785985,896.245915,0.000215397,POINT (-87.99265342116867 41.72844176827905),1,0,"no name match, water name and or gnis name not provided",FW08IL043
,1.807507597,14785999,7.12E+12,14785999,896.245915,777.325439,POINT (-87.98758330685054 41.72258906812805),2,0,"no name match, water name and or gnis name not provided",FW08IL043
,1.285759769,14785991,7.12E+12,14785991,896.245915,896.245915,POINT (-87.98236750715461 41.72588846797738),3,0,"no name match, water name and or gnis name not provided",FW08IL043
,0.017328862,14787611,7.12E+12,14787611,nan,1443.565338,POINT (-88.00006097260865 41.74012720189014),4,0,"no name match, water name and or gnis name not provided",FW08IL043
,0.158867933,14786975,7.12E+12,14786975,1455.162422,1443.565338,POINT (-88.00006097260865 41.74012720189014),5,0,"no name match, water name and or gnis name not provided",FW08IL043
Rushingwater Creek,6.879312354,23982189,1.711E+13,23982189,1818.864326,0.410191567,POINT (-121.9899984527195 46.89629432156406),1,0.19047619,FW08WA004,
Ash Creek,3.162150227,6789381,4.0201E+12,6789381,1258.010124,6.363555177,POINT (-89.59884204842123 46.81170517112166),1,0.166666667,nan,FW08MI005
,2.931742869,6789351,4.0201E+12,6789351,1219.960314,457.9100147,POINT (-89.59296196824359 46.81091048438741),2,0,"no name match, water name and or gnis name not provided",FW08MI005
Little Iron River,2.777410215,6789337,4.0201E+12,6789337,1900.070606,934.4719015,POINT (-89.58807790484423 46.80768152696611),3,0.1,nan,FW08MI005
Mud Creek,3.424215116,6789415,4.0201E+12,6789415,1346.752384,952.2327302,POINT (-89.61118953818917 46.81067764414858),4,0,nan,FW08MI005
,6.228091915,10682472,1.60203E+13,10682472,4330.925774,6.170498562,POINT (-113.817075311581 39.84473361364279),1,0,"no name match, water name and or gnis name not provided",FW08UT004
,5.85325816,10682504,1.60203E+13,10682504,2343.581413,769.5931598,POINT (-113.8149817435565 39.83799431509082),2,0,"no name match, water name and or gnis name not provided",FW08UT004
,1.209734549,10682474,1.60203E+13,10682474,2343.581413,1231.140778,POINT (-113.8027494004079 39.846540405085),3,0,"no name match, water name and or gnis name not provided",FW08UT004
Ferron Creek,9.335642718,4877993,1.406E+13,4877993,1048.537031,0.001290471,POINT (-110.9467014150042 39.13340110105641),1,0.133333333,nan,FW08UT015
,2.557601722,4877983,1.406E+13,4877983,1048.537031,980.4532518,POINT (-110.957416805115 39.13032260568419),2,0,"no name match, water name and or gnis name not provided",FW08UT015
Ferron Creek,1.484330223,4877995,1.406E+13,4877995,1048.537031,1048.537031,POINT (-110.9575328037977 39.12904067330266),3,0.133333333,nan,FW08UT015
Bear River,26.90353592,7880802,1.60101E+13,7880802,2875.860199,0.003286387,POINT (-111.1414827312699 41.592547638105),1,0.153846154,FW08UT016,
Weber River,3.371322285,10092062,1.60201E+13,10092062,1185.911842,0.000538822,POINT (-111.4506475029806 40.9829547357316),1,0,nan,FW08UT020
Weber River,0.49020489,10092018,1.60201E+13,10092018,1185.911842,1185.911842,POINT (-111.4618154039177 40.98950286916422),2,0,nan,FW08UT020
,1.552927042,10092020,1.60201E+13,10092020,1185.911842,1185.911842,POINT (-111.4618154039177 40.98950286916422),3,0,"no name match, water name and or gnis name not provided",FW08UT020
Paria River,2.898604618,18264667,1.407E+13,18264667,356.3533619,0.001211486,POINT (-112.033708507044 37.51017371930431),1,0.142857143,nan,FW08UT033
,0.988545851,18264677,1.407E+13,18264677,356.3533619,349.59146,POINT (-112.0344969171263 37.50711574003048),2,0,"no name match, water name and or gnis name not provided",FW08UT033
Paria River,0.100085614,18264675,1.407E+13,18264675,356.3533619,356.3533619,POINT (-112.0340746700378 37.5070068747246),3,0.142857143,nan,FW08UT033
,0.950255395,18264713,1.407E+13,18264713,455.9287986,455.9287986,POINT (-112.0340470029251 37.50611407469928),4,0,"no name match, water name and or gnis name not provided",FW08UT033
Paria River,0.810783552,18264715,1.407E+13,18264715,455.9287986,455.9287986,POINT (-112.0340470029251 37.50611407469928),5,0.142857143,nan,FW08UT033
Strawberry River,1.962960496,11966625,1.406E+13,11966625,885.0615324,0.000315504,POINT (-110.6537000000947 40.1311266728151),1,0.105263158,nan,FW08UT031
,2.236304289,11966601,1.406E+13,11966601,906.2589733,400.3907944,POINT (-110.6542148046202 40.13467920375391),2,0,"no name match, water name and or gnis name not provided",FW08UT031
,1.79956836,11966757,1.406E+13,11966757,885.0615324,867.5108829,POINT (-110.6632450721441 40.12826907096179),3,0,"no name match, water name and or gnis name not provided",FW08UT031
Strawberry River,0.462323742,11966637,1.406E+13,11966637,885.0615324,885.0615324,POINT (-110.6639912053027 40.12964187124066),4,0.105263158,nan,FW08UT031
Sevier River,16.61373986,1200162,1.603E+13,1200162,5013.46986,0.000628885,POINT (-112.3849189988208 39.49133386553947),1,0,FW08UT029,
Escalante River,3.402080214,3278085,1.407E+13,3278085,386.5461445,0.001122445,POINT (-111.2171527963738 37.66741278039217),1,0.222222222,nan,FW08UT027
,3.587736767,3278117,1.407E+13,3278117,508.6667637,345.4046786,POINT (-111.2171501273248 37.66433088695009),2,0,"no name match, water name and or gnis name not provided",FW08UT027
Silver Falls Creek,4.042380653,3278083,1.407E+13,3278083,386.5461445,386.5461445,POINT (-111.2128084711434 37.66676100765772),3,0.095238095,nan,FW08UT027
Escalante River,0.504676211,3278091,1.407E+13,3278091,386.5461445,396.9304838,POINT (-111.2136992711168 37.6651118749943),4,0.222222222,nan,FW08UT027
Price River,14.97562843,3906449,1.406E+13,3906449,1018.707436,0.0005336,POINT (-111.1081419009097 39.78830337528825),1,0,nan,FW08UT035
,1.353993425,3907377,1.406E+13,3907377,1018.707436,1018.707436,POINT (-111.1199998044033 39.78689547181463),2,0,"no name match, water name and or gnis name not provided",FW08UT035
Sevier River,1.888365797,3507949,1.603E+13,3507949,222.641577,0.000651226,POINT (-112.2198646955207 38.44687091467107),1,0,FW08UT037,
Durkee Creek,0.951883306,3507033,1.603E+13,3507033,222.641577,222.641577,POINT (-112.2189518695914 38.44872827380166),2,0,FW08UT037,
