"","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","ADMIN_ST","PARENT_CD","ADMIN_UNIT_CD","STRTM","TRGTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN","PL_TL_FN6","BNK_CVR","BNK_CVR_STBLTY","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BNK_CVR_VEG","BNKFLL_HT","INCSN_HT","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","BVR_FLW_MD","BVR_SGN","WTR_WTHDRWL","DATECHNGE","CHNGRSN","GlobalID","coords.x1","coords.x2","optional"
"804","XN-SS-4104",NA,"BLM13-4104","8240241448","2015/06/17 00:00:00",NA,"1",41.736987,-118.735999,"WRSA","WADEABLE","NV","NVW00000","NVW01000","XE_NORTH","Random","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.737468,-118.73638,41.737118,-118.73519,150,"Sampled - Partial Reach",59,77.7,1.16,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,52.19358422,"NV_MMI","Pass",300,343.4,181.2,49.9,26.9,245.2,164.1,7.99,16.5,NA,0,NA,0,0.667,0.121,15.2,22.1,4,70,18,3,NA,NA,50,46,93,NA,NA,NA,NA,0.14,0.94,-0.04,0.69,128,NA,NA,0,0.89,0.54,NA,NA,6.89,NA,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{8660741F-E267-4CEA-8FE6-0C9B9243BFF3}",-118.735999,41.7369870000001,TRUE
"805","MN-RO-1081","Powder River","BLM13-1081","2525829504","2015/09/27 00:00:00",NA,"1",44.950098,-117.714024,"WRSA","WADEABLE","OR","ORV00000","ORV05000","MT_NROCK","Random","5","RV","LargeWadeable","NorthernRockies_LargeWadeable","NorthernRockies","Mountains",44.950105,-117.710573,44.949872,-117.717627,580,"Sampled - Full Reach",1.5,37.7,0.78,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",8,13.276473,0.60257,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,601.7,146,147.9,28,454.4,143.2,8.5,10.1,NA,4.19,0.23,1.7,0,0,2.9,2.9,45,319,160,8,NA,NA,100,100,100,NA,NA,NA,NA,0.38,0.38,-1,0.08,153,0.43,0.22,0,21.55,17.64,NA,NA,0.43,1.04,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{009C5320-6410-47AD-B7D8-B988EC056AAA}",-117.714024,44.950098,TRUE
"806","W303O2","BIG CREEK","UNEQUAL-184","48A81737-D52D-4F7B-A205-116F95F4B936","2017/09/28 00:00:00",NA,"2",41.577362,-111.336654,"UT_WD_STANDARD_2016","WADEABLE","UT","UTW00000","UTW01000","West Desert","Random","3","LS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",41.577241,-111.336056,41.577094,-111.337045,150,"Sampled - Full Reach",42.6,90.7,1.48,0,0.4,0.4,0,100,95,100,100,"ABSENT",11,9.69363827,1.13476485,NA,"UT_DEQ_2015",NA,400,374.3,246.3,30.5,22.6,365.5,255,8.43,5.1,NA,48.49,0.45,73.3,0,0,15,15.9,7,52,30,4,NA,NA,68,68,89,0,0,0,63,0.09,0.2,-0.7,0.95,NA,0.39,0.46,0,3.36,2.9,8.66,2.29,0.9,1.79,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{CC9E6645-3BF4-49A0-ADF7-9F32DDC8ADE4}",-111.336654,41.5773620000001,TRUE
"807","TP-SS-8212","SMOKE CREEK","BLM13-8212","12424","2013/08/07 00:00:00",NA,"1",40.6844,-120.104,"NorCal","WADEABLE","CA","CAN00000","CAN05000","Twin Peaks","Random","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",40.6841,-120.1032,40.6845,-120.1048,150,"Sampled - Full Reach",2.4,35.8,0.78,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,43.06461242,"NV_MMI","Pass",300,386.2,279.5,34,47.1,124.9,204.1,9.38,20.9,NA,NA,NA,NA,0,0,43.7,NA,NA,NA,NA,NA,NA,NA,88,86,93,NA,NA,NA,NA,0.12,0.52,-0.31,0.2,NA,0.4,0.34,0,3.24,2.93,NA,NA,0.85,1.06,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{87BCDBA9-83DD-497B-A39E-756165EA14FF}",-120.104,40.6844,TRUE
"808","MN-LS-1021","DIXIE CREEK","BLM13-1021","11784","2013/07/17 00:00:00",NA,"1",44.4412,-117.4182,"WRSA","WADEABLE","OR","ORV00000","ORV05000","MT_NROCK","Random","4","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.4413,-117.4174,44.4412,-117.4191,150,"Sampled - Full Reach",29.7,49.7,0.78,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",11,15.801683,0.696128,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,220.4,176.4,144.8,28.1,530.9,204,8.25,18.6,NA,NA,NA,NA,0,0,54.3,NA,NA,NA,NA,NA,NA,NA,98,98,98,NA,NA,NA,NA,0.21,0.48,-0.43,0.3,NA,0.41,0.17,0,3.47,2.16,NA,NA,1.67,1.11,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{03EF9B4C-E634-4535-A61C-877C86775CD7}",-117.4182,44.4412,TRUE
"809","TR-SS-14530","MINERAL CREEK","BLMMaster-14530","46B77F8D-8C03-4CC3-B6BB-19E2A7162A13","2017/08/30 00:00:00",NA,"1",37.961839,-107.595026,"CO_SW_STANDARD_2016","WADEABLE","CO","COS00000","COS01000","TRES RIOS FIELD OFFICE","Random","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",NA,NA,37.961804,-107.594345,150,"Sampled - Full Reach",27.3,71.4,1.42,0,0.65,0.39,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,122.5,170.2,0,23,275,78.9,6.75,9.2,NA,17.97,0.18,46.7,2.667,0.116,9.1,11.2,11,208,52,6,NA,NA,92,92,100,2,15,1,47,0.12,0.44,-0.38,0.8,139,NA,NA,NA,2.3,1.66,3.35,1.66,6.77,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{3628123E-2EE6-4067-A14C-93A990B7BA21}",-107.595026,37.9618390000001,TRUE
"810","CN-SS-12314","BUCK CREEK","BLMMaster-12314","EB60D769-ADF9-4B34-8C9D-4E28874094D6","2017/06/27 00:00:00",NA,"1",44.316011,-113.746111,"ID_CH_STANDARD_2017","WADEABLE","ID","IDI00000","IDI03000","Non-ESA","Random","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.316583,-113.746077,44.315551,-113.746567,150,"Sampled - Full Reach",5.1,22.7,1.69,0,0.1,0.04,0,100,0,100,100,"ABSENT",8,17.244366,0.46392,NA,"PIBO","Fail",300,212.1,141.5,60.1,38.3,190,125.9,8.49,11.2,NA,0,NA,0,0,0,50.5,59,1,55,2,2,NA,NA,83,83,100,0,13,0,63,0.11,0.23,-0.66,NA,156,0.26,0.12,0,1.76,0.98,4.95,3,6.5,1.24,"NONE","ABSENT","ABSENT","2018/11/12 00:00:00","2017 bug data added","{393AA5B7-417F-43DE-80F3-BAC98EADCC40}",-113.746111,44.3160110000001,TRUE
"811","PR-RV-12988","PRICE RIVER","BLMMaster-12988","77E61D36-99A0-4A3D-9ACA-ACE50DB1D107","2017/07/17 00:00:00",NA,"1",39.288094,-110.3792958,"UT_GR_STANDARD_2016","WADEABLE","UT","UTG00000","UTG02000","PRICE FIELD OFFICE","Random","6","RV","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",39.287407,-110.379602,39.28808,-110.380185,163.2,"Sampled - Full Reach",9,92.8,1.29,0,0.59,0.57,100,100,100,100,100,"ABSENT",8,6.0673235,1.31853856,NA,"UT_DEQ_2015",NA,233,483.1,231,49.1,24.7,645.2,435.5,8.6,27.3,NA,0,NA,0,0.613,0.027,55.7,55.7,1,59,2,2,NA,NA,100,55,55,0,2,0,82,0.61,0.61,-1,0.2,118,0.34,0.6,0,8.06,6.9,11.1,1.25,0.2,1.81,"NONE","RARE","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{279EA5AB-92B5-46B6-8867-14F520A0C7F4}",-110.3792958,39.2880940000001,TRUE
"812","MP-SS-2087",NA,"BLM13-2087","5486644742","2015/09/01 00:00:00",NA,"1",43.669004,-123.843381,"WRSA","WADEABLE","OR","ORC00000","ORC03000","MT_PNW","Random","1","SS","SmallWadeable","PacificNorthwestXericCalifornia_SmallWadeable","PacificNorthwest","Mountains",43.669014,-123.843115,43.66921,-123.84429,150,"Sampled - Full Reach",92.1,96.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",12,18.886774,0.635365,NA,"OR_MarineWesternCoastalForest","Pass",272,955.5,125.1,45.2,20.1,58.9,53.5,6.25,13.6,NA,NA,NA,NA,22.667,7.116,5.7,7.5,13,180,40,5,27,NA,39,37,68,NA,NA,NA,NA,0.41,0.83,-0.28,0.73,112,0.64,0.11,0,2.68,1.39,NA,NA,NA,1.55,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{0CF31F50-7CAE-42CA-8087-A5D25039B44B}",-123.843381,43.669004,TRUE
"813","PR-RV-14847","JOHN DAY ","BLMMaster-14847","F21BFB71-5FF9-4CAD-8C87-3592FB1ADC62","2017/09/23 00:00:00",NA,"1",45.221453,-120.544465,"OR_PR_PERENNIAL_2016","WADEABLE","OR","ORP00000","ORP04000","PRINEVILLE DISTRICT OFFICE","Random","6","RV","LargeWadeable","NorthernXericBasin_LargeWadeable","NorthernXericBasin","Xeric",45.224907,-120.545006,45.220096,-120.539905,1284,"Sampled - Partial Reach",15.9,44.1,0.72,0,0.2,0.14,0,86,14,93,100,NA,NA,NA,NA,NA,NA,NA,NA,335.4,171.1,31.7,32.1,289.6,160.5,8.86,14.6,NA,86.37,3.22,3.6,0.097,0.004,19.8,20.8,2,138,70,5,1,3,100,100,100,14,40,0,35,1.84,2.86,0.05,NA,153,NA,NA,0,72.26,40.22,158,1.46,0.26,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{FF8935A5-F2E5-49F6-9354-39B4A62D3B2D}",-120.544465,45.2214530000001,TRUE
"814","NPRA15-TR-004","Red Worm","NPRA15-TR-004","920A5D4A-813F-46E8-87E8-502D2D244A79","2016/07/01 00:00:00",NA,"1",70.157715,-151.613291,"NPRA15","WADEABLE","AK","AKF00000","AKF01000",NA,"Targeted","4",NA,"SmallWadeable",NA,"Arctic Coastal Plain",NA,70.157949,-151.611201,70.157435,-151.614816,171.2,"Sampled - Full Reach",10.8,76.2,1.39,0,0.88,0.54,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,7.88,13.2,NA,NA,NA,NA,0,0,96.2,96.2,1,1,1,1,NA,NA,86,86,100,0,0,0,63,0.15,0.55,-0.3,1.3,NA,0.44,1.13,0,6.34,6.05,NA,NA,0.24,1.16,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{DC411AAF-5A57-4FAF-8A08-CAEDD5BFC617}",-151.613291,70.1577150000001,TRUE
"815","CY-LS-1001","Unamed","CYFO-1001","9BCEED84-94D5-4E06-AD35-D8645787B9A1","2016/07/01 00:00:00",NA,"1",66.227731,-152.912578,"AK_CY_UTILITYCORRIDOR_2016","WADEABLE","AK","AKF00000","AKF03000","CY-UtilityCorridor","Random","2",NA,"SmallWadeable",NA,"Interior Forested Lowlands and Uplands",NA,66.228034,-152.913749,66.227389,-152.911061,150,"Sampled - Full Reach",13.6,66.8,1.6,0,0.56,0.58,0,100,0,100,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.1,NA,6.88,14.7,12,NA,NA,NA,0.741,0.032,83.6,85.2,1,4,1,1,NA,NA,24,14,40,0,0,0,35,0.91,1.01,-0.69,0.43,NA,0.39,0.46,0,3.38,1.8,NA,NA,0.16,1.07,"MAJOR","COMMON","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{4A4EAB61-E25C-419F-8E7A-623BBFCB6D5E}",-152.912578,66.2277310000001,TRUE
"816","TA-SS-35810","Quemado, Rio","BLMMaster-35810","F351E8F0-131A-4B3A-AE58-6BB5CC2A22B7","2016/06/20 00:00:00",NA,"1",35.998403,-105.911694,"NM_FMD_STANDARD_2016","WADEABLE","NM","NMF00000","NMF02000","TAOS FIELD OFFICE","Random","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",35.998142,-105.91237,35.998487,-105.910974,150,"Sampled - Full Reach",50.9,79.7,1.16,0.27,0.08,0.29,0,100,95,100,45,NA,NA,NA,NA,NA,NA,NA,NA,341.9,136.3,64.9,13.9,161.6,100.1,8.06,21,NA,6.55,0.52,13.3,0,0,25.6,27.1,2,88,28,4,NA,NA,98,95,98,7,21,0,43,0.96,0.96,-1,0.55,NA,0.35,0.24,0,6.21,NA,17.04,2.74,3.57,1.14,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{84DA1A55-940F-43C7-B78C-B18A73A5638B}",-105.911694,35.9984030000001,TRUE
"817","AA-003-2016","Chapman Creek","AA-003-2016","0D84A4B7-77A7-4A68-A6D0-8A57F42E6948","2016/08/11 00:00:00",NA,"1",67.0949,-150.4852,"AK_CY_UTILITYCORRIDOR_2016","WADEABLE","AK","AKF00000","AKF03000",NA,"Targeted","3",NA,NA,NA,"Interior Forested Lowlands and Uplands",NA,NA,NA,NA,NA,150,"Sampled - Full Reach",0,30.3,0.79,0.01,0.4,0.24,0,100,0,100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2.7,16,90,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,1.32,NA,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","protocol did not match Rosgen or methods used in 2017 so removed this data","{3CE6AE6B-4DFC-406C-9405-72BEAC63DBE5}",-150.4852,67.0949000000001,TRUE
"818","MP-SS-2095","Stouts Creek","BLM13-2095","7994783487","2015/06/20 00:00:00",NA,"1",42.892714,-123.059954,"WRSA","WADEABLE","OR","ORR00000","ORR04000","MT_PNW","Random","2","SS","SmallWadeable","PacificNorthwestXericCalifornia_SmallWadeable","PacificNorthwest","Mountains",42.893237,-123.060388,42.892228,-123.059239,150,"Sampled - Full Reach",98,96.5,1.72,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",13,16.657667,0.780421,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,293.1,98.7,57.5,11.5,250.9,124.7,7.74,15.2,NA,10.57,0.22,26.7,9.333,26.65,40,55.2,1,165,4,3,73,NA,29,29,98,NA,NA,NA,NA,0.38,0.87,-0.23,0.3,97,0.43,0.13,0,5.57,2.87,NA,NA,1.94,1.03,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{69A35464-5B1E-4B3F-AE46-7D808AAFF9F0}",-123.059954,42.8927140000001,TRUE
"819","PR-LS-14091","BEAR CREEK","BLMMaster-14091","C24E0850-813C-4934-95E9-0E324BE64F40","2017/06/28 00:00:00",NA,"1",43.975119,-120.688976,"OR_PR_PERENNIAL_2016","WADEABLE","OR","ORP00000","ORP06000","PRINEVILLE DISTRICT OFFICE","Random","3","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",43.975902,-120.689318,43.975028,-120.68856,150,"Sampled - Partial Reach",44,89.2,1.22,0,0.3,0.01,0,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,451.9,270.7,87.6,47.4,586,168.5,8.69,20.7,NA,23,0.32,16.7,0,0,45.9,52.4,2,78,6,3,10,16,97,97,97,0,0,0,97,0.22,0.31,-0.73,NA,117,NA,NA,0,1.83,1.38,4.63,3,0.73,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{AADF6F35-E3F4-462F-B6DF-825E370AE538}",-120.688976,43.9751190000001,TRUE
"820","SB-LS-19699","CRAB CREEK","BLMMaster-19699","DA9D569B-0D8C-4AE7-88ED-98651F610CBA","2017/07/24 00:00:00",NA,"1",47.296242,-118.280675,"WA_SP_STANDARD_2016","WADEABLE","OR","ORW00000","ORW03000","SPOKANE BORDER FIELD OFFICE","Random","4","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",47.296662,-118.281457,47.295949,-118.279905,150,"Sampled - Full Reach",20.4,74.3,1.21,0,0.06,0.06,0,45,100,100,59,NA,NA,NA,NA,NA,NA,NA,NA,1965.3,159,54.4,35.6,366.4,215.8,8.76,22.6,NA,0,NA,0,0,0,21.4,26.2,1,4098,24,7,NA,NA,70,62,88,0,0,0,52,0.2,0.47,-0.43,NA,128,0.15,0.49,0,3.05,2.21,10.9,3,0.16,1.06,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{614999D9-3030-4DCC-B6F6-1129570A6FF8}",-118.280675,47.2962420000001,TRUE
"821","TP-RO-8230","SMOKE CREEK","BLM13-8230","12479","2013/08/14 00:00:00",NA,"1",40.7357,-119.8371,"NorCal","WADEABLE","CA","CAN00000","CAN05000","Twin Peaks","Random","5","RV","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",40.7355,-119.8364,40.7363,-119.837,150,"Sampled - Interrupted Flow",26.1,53.2,0.91,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,30.77038343,"NV_MMI","Pass",274,618,205.8,113,45.5,249,251.1,7.83,22.3,NA,NA,NA,NA,0,0,71.4,NA,NA,NA,NA,NA,NA,NA,95,95,100,NA,NA,NA,NA,0.22,0.56,-0.36,0.14,NA,NA,0.22,1,6.52,3.68,NA,NA,1.09,1.47,"NONE","ABSENT",NA,"2018/11/12 00:00:00","typo for model applicability","{B5410E02-2CA4-4565-9D88-9C0F1AD94F36}",-119.8371,40.7357000000001,TRUE
"822","BS-TR-1399","RED DEVIL CREEK ","BS-TR-1399","9DCD30F5-1454-4DE0-931B-963A13F3E46A","2017/08/25 00:00:00",NA,"1",61.751479,-157.331757,"AK_AN_BSWI_2017","WADEABLE","AK","AKA00000","AKA01000",NA,"Targeted","1",NA,"SmallWadeable",NA,"Interior Forested Lowlands and Uplands",NA,61.751944,-157.331139,61.750825,-157.332005,150,"Sampled - Full Reach",91.4,95.5,1.86,0.01,0.24,0.05,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.2,NA,8.75,4.2,0.75,1,0.19,6.7,0.606,0.048,1.9,1.9,24,66,45,5,NA,NA,43,43,100,0,1,0,42,0.25,0.46,-0.51,0.69,NA,NA,NA,NA,1.74,1.06,4,1.92,8.88,1.13,"NONE","ABSENT","ABSENT","2018/02/16 00:00:00","initial import into AquADat","{B042C339-28E3-4059-B36A-46E8240E37F0}",-157.331757,61.7514790000001,TRUE
"823","GN-SS-12054","EAST FORK POWDERHORN CREEK","BLMMaster-12054","825D731B-0D76-47C2-ABE6-2976D09A4BA2","2017/06/29 00:00:00",NA,"1",38.148222,-107.105469,"CO_SW_STANDARD_2016","WADEABLE","CO","COS00000","COS06000","GUNNISON FIELD OFFICE","Random","2","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",38.148934,-107.105481,38.147609,-107.105304,150,"Sampled - Full Reach",6.2,54.1,1.37,0.01,0.37,0.28,0,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,568.8,133.4,55.3,47,68.5,104.8,7.4,6,NA,33.27,0.72,26.7,9.333,0.596,32.5,33,1,141,54,4,NA,NA,92,92,100,4,16,0,52,0.03,0.21,-0.56,0.64,131,NA,NA,NA,5.34,6.07,8.03,2.39,4.76,1.01,"MAJOR","COMMON","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{03918D48-4717-4EB0-891E-40CA1747CC09}",-107.105469,38.148222,TRUE
"824","GJ-SS-11405","Unamed","BLMMaster-11405","0062DEC3-9CB3-4B84-902F-AF3E79A8433C","2016/08/17 00:00:00",NA,"1",39.518397,-108.670675,"CO_NW_STANDARD_2016","WADEABLE","CO","CON00000","CON03000","GRAND JUNCTION FIELD OFFICE","Random","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",39.518057,-108.671417,39.518976,-108.670273,150,"Sampled - Full Reach",73.5,88.5,1.82,0.15,0.18,0.27,5,100,5,100,9,"ABSENT",NA,NA,NA,80,"CO_EDAS-Biotype1",NA,281,NA,235.7,NA,15.9,18.2,547.7,8.66,13.7,NA,6.18,0.15,26.7,0.667,0.029,11.5,12.5,10,77,24,4,NA,NA,25,25,83,0,4,0,36,0.17,1.82,0.24,0.43,NA,NA,NA,0,1.8,0.9,2.73,1.52,2.57,1.06,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{15725F1C-74C6-4DF3-9F3E-428AB9CE04F1}",-108.670675,39.518397,TRUE
"825","RS-SS-10169","ROCK CABIN CREEK","BLMMaster-10169","209FE794-4914-4042-BEA2-B73EF8CF7212","2017/07/11 00:00:00",NA,"1",42.176995,-108.921005,"WY_HD_STANDARD_2017","WADEABLE","WY","WYD00000","WYD04000","Rock Springs Field Office Yes-GRSG","Random","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.176908,-108.921863,42.177085,-108.920729,150,"Sampled - Partial Reach",70.4,85.3,1.39,0,0.42,0,0,69,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,2492,483.3,8.34,23.3,14.03,22.57,0.39,66.7,0,0,86,88,1,2,1,1,NA,NA,37,7,47,0,0,0,40,0.2,0.36,-0.59,0.81,NA,NA,NA,6.1,1.04,0.49,2.2,2.21,1.45,NA,"NONE","ABSENT","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{C681F10E-6DFD-4D56-B3E6-C10BE3B4AE6D}",-108.921005,42.176995,TRUE
"826","NPRA15-TR-003","Blackfish","NPRA15-TR-003","0B858DD3-F469-4137-BA95-EDC6BB64AA46","2016/07/01 00:00:00",NA,"1",70.277772,-151.478179,"NPRA15","WADEABLE","AK","AKF00000","AKF01000",NA,"Targeted","4",NA,"LargeWadeable",NA,"Arctic Coastal Plain",NA,70.278784,-151.479305,70.276781,-151.478592,251,"Sampled - Full Reach",0,7.2,0.81,0,0.83,0,0,100,5,100,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,7.92,12.8,0.3,NA,NA,NA,0,0,100,100,1,1,1,1,NA,NA,88,88,100,0,0,0,72,0.09,0.56,-0.24,0,NA,0.67,1.2,0,13.2,9.29,NA,NA,0.05,1.12,"NONE","ABSENT","ABSENT","2018/03/29 00:00:00","50% covered banks were changed to be included as covered as specified by the MIM protocol; this increased the percent covered banks at most 2016 sites ","{8E5C5402-982B-40CE-BC0F-9706ACA320EA}",-151.478179,70.2777720000001,TRUE
"827","SV-SS-15938","FORD CREEK","BLMMaster-15938","43E943C0-ED47-40EA-93CF-7A97E00B0420","2017/06/09 00:00:00",NA,"1",38.189032,-106.28179,"CO_FR_STANDARD_2016","WADEABLE","CO","COF00000","COF03000","SAN LUIS VALLEY FIELD OFFICE","Random","2","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",38.188511,-106.281769,38.189482,-106.282184,150,"Sampled - Full Reach",62.4,74.9,1.05,0.04,0.36,0.25,18,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,372.2,137.2,105.5,44.7,207.5,155.5,7.55,9,NA,33.63,0.28,73.3,80,5.333,47.6,51,1,74,6,2,NA,NA,15,15,85,0,5,0,21,0.03,0.16,-0.64,NA,NA,NA,NA,NA,3.47,3.39,6.9,3,2.26,1.32,"MAJOR","COMMON","ABSENT","2018/03/15 00:00:00","initial import into AquADat","{E45FBC30-EF93-4284-9FE6-DA907CFDA1CE}",-106.28179,38.1890320000001,TRUE
"828","IF-SS-10314","Darling Creek","BLMMaster-10314","44B75A8C-931A-40B6-9DE2-D4C4988A0289","2016/06/24 00:00:00",NA,"1",44.617334,-114.292972,"ID_STATE_STANDARD_2016","WADEABLE","ID","IDI00000","IDI03000","Idaho","Random","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.616824,-114.292634,44.618165,-114.293233,150,"Sampled - Full Reach",90.2,97.1,1.76,0.16,0.44,0.59,0,100,27,100,0,"ABSENT",11,13.725391,0.801434,NA,"ColumbiaRiverBasin_PIBO","Pass",300,225.7,101,81.5,25.7,72.4,93,7.44,9.7,NA,13.39,0.18,53.3,1.333,0.082,26.4,26.9,2,44,20,3,57,61,17,17,97,0,0,0,22,0.09,0.46,-0.33,NA,116,0.36,0.19,0,1.67,1.46,5.12,3,2.08,NA,"NONE","ABSENT","ABSENT","2018/11/12 00:00:00","typo for model applicability","{77DB565D-D15D-455A-887D-539C03FB3B63}",-114.292972,44.617334,TRUE
