,index,ReachID,SiteID,Year,Date,BRLat,BRLong,BFWidth,Grad,RchLen,BF_WDRatio,BF_Height,RPD ,PctPool,Sin ,PctDry,BankAngle,D50,PoolTailFines2,PctFines2,PctFines6,LWD_Freq,LWD_Vol,Program,nvcs_ecosystem,nvcs_group,nvcs_macrogroup,nvcs_division,nvcs_formation,nvcs_subclass,nvcs_class,nvcs_date_checked
2631,2631,3796,2304,2007.0,,48.821622,-116.11301999999999,17.79,2.658,392.0,29.9,,0.48,17.73,1.188,,122.0,0.0795,0.57,,,681.12,348.04400000000004,PIBO,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Central Rocky Mountain Ponderosa Pine Open Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:08.612975
2632,2632,6333,3089,2011.0,,46.9861070236,-116.55563208299999,6.84,0.154,130.0,18.44,,0.35,65.0,1.188,,124.0,0.040999999999999995,3.29,,,146.15,26.468000000000004,PIBO,Harvested Forest-Shrub Regeneration,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,2019-09-04T18:23:09.123584
2633,2633,665,490,2004.0,,44.97772,-113.60433400000001,3.49,1.0979999999999999,168.5,17.55,,0.27,42.73,1.187,,112.0,0.027000000000000003,16.92,,,35.61,2.4819999999999998,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:20:16.002596
2634,2634,2432,951,2006.0,,44.249744,-118.31212,9.84,2.2840000000000003,186.5,27.86,,0.3,19.03,1.187,,113.0,0.055999999999999994,6.0,,,278.82,162.6,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:09.658402
2635,2635,6245,1052,2011.0,,44.307961999999996,-120.233856,3.63,0.55,187.2,10.04,,0.52,42.68,1.187,,132.0,0.048,2.51,,,10.68,1.35,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:22:53.315240
2636,2636,7529,1064,2013.0,,44.351215,-120.46508999999999,1.71,3.18,167.6,9.1,,0.0,0.0,1.187,,117.0,0.006,,,,77.57,18.16,PIBO,Columbia Basin Foothill Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:10.192900
2637,2637,1960,1418,2005.0,,44.949597,-116.66086200000001,4.64,1.4880000000000002,133.1,,,,,1.187,,127.0,,,,,,,PIBO,Rocky Mountain Subalpine-Montane Mesic Meadow,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:22:08.337450
2638,2638,2228,1806,2006.0,,46.407299,-115.67401100000001,7.68,1.896,193.0,20.26,,0.37,19.53,1.187,,113.0,0.075,8.38,,,450.78,292.999,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:10.715564
2639,2639,212,171,2004.0,,48.992366,-114.49078899999999,2.52,2.813,166.0,28.62,,0.14,42.65,1.186,,102.0,0.012,55.63,,,222.89,47.321999999999996,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:23:11.628872
2640,2640,1457,1015,2001.0,,44.526135,-118.70381100000002,3.77,2.138,84.2,21.81,,0.22,33.14,1.186,,126.0,0.024,,,,178.15,32.721,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:12.159094
2641,2641,1690,1204,2004.0,,41.924139000000004,-115.432243,3.2,6.5520000000000005,125.0,,,,,1.186,,88.0,,,,,,,PIBO,Inter-Mountain Basins Montane Sagebrush Steppe,Intermountain Mountain Big Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:23:12.687054
2642,2642,2292,1839,2006.0,,45.210196999999994,-114.005146,2.42,5.172999999999999,164.9,8.96,,0.22,19.47,1.186,,83.0,0.021,34.8,,,624.62,55.15,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:13.225867
2643,2643,2578,1965,2006.0,,43.50115,-115.398229,4.02,2.6430000000000002,168.0,28.11,,0.21,60.18,1.186,,133.0,0.06,10.27,,,77.38,24.372,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:13.745429
2644,2644,2587,2042,2006.0,,45.159768,-118.03433500000001,2.63,6.635,126.0,,,,,1.186,,125.0,,,,,,,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:14.248116
2645,2645,4796,76,2009.0,,48.531112,-116.980373,5.29,0.531,177.0,11.67,,0.34,70.34,1.185,,81.0,0.002,51.76,,,192.09,10.562999999999999,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:19:21.877141
2646,2646,7388,469,2013.0,,44.794971999999994,-113.40843799999999,2.91,2.314,114.5,12.39,,0.16,16.86,1.185,,127.0,0.021,28.98,,,87.34,2.364,PIBO,Inter-Mountain Basins Montane Sagebrush Steppe,Intermountain Mountain Big Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:17:54.431305
2647,2647,1971,1673,2005.0,,45.913243,-117.882672,6.53,2.319,167.3,21.26,,0.4,32.52,1.185,,137.0,0.1085,0.13,,,71.73,50.019,PIBO,Columbia Basin Foothill Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:17:19.140058
2648,2648,4412,1674,2008.0,,45.734745000000004,-117.084471,5.6,1.666,176.5,23.72,,0.19,13.94,1.185,,126.0,0.048,1.0,,,45.33,1.558,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:14.738376
2649,2649,2143,1770,2006.0,,48.659264,-116.62430800000001,7.19,2.371,191.9,16.04,,0.54,21.57,1.185,,100.0,0.049,4.0,,,213.65,78.803,PIBO,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:15.313290
2650,2650,2263,1824,2006.0,,46.512415999999995,-114.82176499999998,4.65,3.1710000000000003,170.9,18.61,,0.36,21.94,1.185,,118.0,0.053,24.0,,,239.91,94.46600000000001,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:00.908293
2651,2651,5715,2546,2010.0,,46.356868,-115.732743,12.91,0.392,301.0,20.14,,0.46,64.12,1.185,,94.0,0.047,7.81,,,355.48,175.66,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:15.908862
2652,2652,7095,3335,2012.0,,47.618697222200005,-113.816163889,4.39,2.119,169.4,8.48,,0.32,39.14,1.185,,70.0,0.021,12.24,,,389.61,67.638,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:16.419426
2653,2653,7281,63,2013.0,,48.740915,-117.450225,6.56,2.8080000000000003,162.4,13.99,,0.25,41.01,1.1840000000000002,,80.0,0.043,28.12,,,665.02,227.41299999999998,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:22:34.015760
2654,2654,463,379,2004.0,,46.156304,-115.72841299999999,3.03,4.165,166.4,23.5,,0.14,8.65,1.1840000000000002,,92.0,0.027999999999999997,42.89,,,120.19,12.882,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:16:33.927474
2655,2655,4178,411,2008.0,,45.707059,-115.050375,12.9,1.099,239.2,34.48,,0.42,16.26,1.1840000000000002,,105.0,0.105,1.0,,,179.77,74.132,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:17:25.705413
2656,2656,7394,476,2013.0,,44.670842,-113.139645,2.08,1.2109999999999999,164.3,5.43,,0.2,39.99,1.1840000000000002,,91.0,0.006,43.29,,,0.0,0.0,PIBO,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Central Rocky Mountain Montane Grassland,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:21:51.454549
2657,2657,7479,926,2013.0,,44.522341,-117.818453,4.36,4.159,124.8,36.77,,0.13,1.36,1.1840000000000002,,156.0,0.002,100.0,,,144.23,27.206999999999997,PIBO,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Central Rocky Mountain Ponderosa Pine Open Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:13:35.643495
2658,2658,1892,1367,2005.0,,45.228283000000005,-114.096144,4.02,1.237,160.1,17.27,,0.41,40.79,1.1840000000000002,,120.0,0.03,13.5,,,31.23,2.989,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:16.941489
2659,2659,1961,1663,2005.0,,44.720995,-116.69314399999999,6.91,1.675,175.5,29.05,,0.32,30.09,1.1840000000000002,,88.0,0.08800000000000001,0.93,,,125.36,19.901,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:17.456597
2660,2660,2582,1969,2006.0,,43.782365000000006,-114.502802,3.0,4.048,181.8,17.77,,0.14,16.12,1.1840000000000002,,134.0,0.034,7.8,,,16.5,4.024,PIBO,"Developed, Open Space",Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Urban,Developed & Other Human Use,2019-09-04T18:23:17.997260
2661,2661,7706,3390,2013.0,,43.9908085475,-118.47952446,6.71,2.6,128.1,45.52,,0.13,18.03,1.1840000000000002,,134.0,0.006,11.7,,,249.8,61.544,PIBO,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Central Rocky Mountain Ponderosa Pine Open Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:18.542409
2662,2662,92,75,2004.0,,48.865992999999996,-117.00526299999999,8.5,0.193,212.0,50.96,,1.14,80.09,1.183,,83.0,0.013000000000000001,7.17,,,226.42,60.536,PIBO,Rocky Mountain Subalpine-Montane Fen,Rocky Mountain Acidic Fen,North American Boreal & Sub-Boreal Acidic Bog & Fen,North American Bog & Fen,Temperate to Polar Bog & Fen,Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:18:44.386131
2663,2663,7289,88,2013.0,,47.94838,-116.467803,6.63,3.342,155.6,18.5,,0.34,36.44,1.183,,126.0,0.04,1.92,,,404.88,28.642,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:22:20.009507
2664,2664,189,153,2004.0,,48.28285,-114.88972,3.42,3.177,172.8,19.74,,0.19,31.66,1.183,,89.0,0.002,81.33,,,127.31,27.233,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:19:43.852213
2665,2665,6098,539,2011.0,,44.581891,-114.00198,1.85,2.352,122.9,15.08,,0.12,9.52,1.183,,140.0,0.01,32.63,,,8.14,0.172,PIBO,Inter-Mountain Basins Big Sagebrush Steppe,Intermountain Dry Tall Sagebrush Stepp & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:20:27.809154
2666,2666,1183,818,2001.0,,44.113008,-115.890442,6.64,0.721,140.0,32.0,,0.46,57.93,1.183,,131.0,0.049,,,,78.57,12.235999999999999,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:17:48.313012
2667,2667,4385,1073,2008.0,,44.44246,-120.570775,6.9,1.546,194.0,23.28,,0.31,25.72,1.183,,136.0,0.05,4.17,,,144.33,12.177999999999999,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:19.084560
2668,2668,7553,1145,2013.0,,41.68997,-115.247425,7.87,1.6969999999999998,164.4,17.31,,0.39,49.39,1.183,,136.0,0.02,46.83,,,42.58,5.727,PIBO,Inter-Mountain Basins Montane Sagebrush Steppe,Intermountain Mountain Big Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:17:29.739106
2669,2669,1653,1181,2003.0,,42.18993,-118.023321,1.4,1.033,164.5,15.97,,0.1,37.39,1.183,,129.0,0.011000000000000001,12.81,,,0.0,0.0,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:21:29.527295
2670,2670,1845,1327,2005.0,,46.817551,-112.567917,4.39,3.79,181.0,17.53,,0.31,27.35,1.183,,108.0,0.054000000000000006,4.33,,,154.7,54.507,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:22:29.768895
2671,2671,1898,1372,2005.0,,45.176344,-114.528453,7.82,1.1079999999999999,172.4,32.52,,0.3,34.05,1.183,,79.0,0.049,6.38,,,1113.69,194.782,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:19.654273
2672,2672,6892,2532,2012.0,,45.751434,-115.26647700000001,9.64,0.669,209.2,15.95,,0.4,63.38,1.183,,125.0,0.078,2.14,,,272.47,118.50399999999999,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:19:18.192321
2673,2673,4506,2592,2008.0,,48.678468,-117.781558,2.08,4.0569999999999995,123.0,22.7,,0.14,27.32,1.183,,115.0,,,,,,,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:13:54.639968
2674,2674,5796,2996,2010.0,,45.948068,-112.30938400000001,5.87,0.645,169.0,10.88,,0.5,27.57,1.183,,97.0,0.015,5.33,,,165.68,8.906,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:23:20.177713
2675,2675,6369,3116,2011.0,,46.3596,-115.926,6.15,0.038,210.0,10.76,,0.62,89.71,1.183,,134.0,0.002,,,,9.52,0.115,PIBO,Rocky Mountain Subalpine-Montane Mesic Meadow,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:23:20.750831
2676,2676,6471,3219,2012.0,,42.132813888899996,-113.664922222,6.54,4.468999999999999,173.4,21.3,,0.09,5.19,1.183,,140.0,0.048,10.1,,,5.77,0.47100000000000003,PIBO,Inter-Mountain Basins Big Sagebrush Shrubland,Intermountain Mesic Tall Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:23:21.378071
2677,2677,6973,3309,2012.0,,45.1642888889,-113.68235,4.47,8.325,127.2,11.63,,0.3,2.67,1.183,,101.0,0.057999999999999996,23.04,,,157.23,28.601,PIBO,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:18:42.712195
2678,2678,4072,57,2008.0,,48.605903000000005,-117.55117,2.9,0.917,177.8,9.85,,0.27,56.3,1.182,,106.0,0.002,44.56,,,241.84,48.913999999999994,PIBO,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland","Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:23:21.908377
2679,2679,3616,71,2007.0,,48.455816,-117.34857199999999,3.65,0.555,164.0,10.29,,0.24,55.24,1.182,,84.0,0.002,71.77,,,176.83,40.696,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:22.717304
2680,2680,91,75,2002.0,,48.865992999999996,-117.00526299999999,10.65,0.252,246.5,20.45,,1.04,82.84,1.182,,75.0,0.015,,,,259.63,108.24600000000001,PIBO,Rocky Mountain Subalpine-Montane Fen,Rocky Mountain Acidic Fen,North American Boreal & Sub-Boreal Acidic Bog & Fen,North American Bog & Fen,Temperate to Polar Bog & Fen,Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:18:44.386131
2681,2681,4087,88,2008.0,,47.94838,-116.467803,7.16,3.278,151.3,16.37,,0.48,40.98,1.182,,129.0,0.079,4.63,,,462.66,60.222,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:22:20.009507
2682,2682,188,152,2004.0,,48.225796,-115.214037,3.23,2.793,167.2,23.03,,0.19,29.43,1.182,,88.0,0.038,20.27,,,245.22,72.006,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:21:55.303556
2683,2683,222,181,2003.0,,48.140172,-113.715331,6.23,2.239,188.5,21.02,,0.19,19.05,1.182,,130.0,0.063,1.33,,,254.64,71.82,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:23:23.278709
