SiteID,RchID,Stream,Yr,Project,Type,PanelYr,HUC6,SiteName,Group,Order,Region,Forest,District,State,Lat,Long,FedPct,Mgmt,StrmFlow,Area,Elev,AvgPrecip,TotalIndex,Cond,Bf,RchLen,Grad,Sin,PoolDp,PoolFrq,PoolPct,WDTrans,WDWetTrans,D50,PTFines2,PTFines6,Stab,VegStab,BankAngle,UnCutPct,LWFrq,LWVol
3309,6973,E.F. Bohannon,2012,OTHER,I,,1.71E+11,527-02-I,527,2,,,,ID,45.16428889,-113.68235,99.80198326,Managed,Flow (whole reach),11.50007176,1603.211548,0.79597,60.79129901,30,4.47,127.2,8.325,1.183,0.3,7.86,2.67,11.63,25.28,0.058,23.04,37.75,100,50,101,44.44,157.23,28.601
57,4072,Hande,2008,CRB,I,3,1.70E+11,012-09-I,12,9,R6,Colville,Three Rivers,WA,48.605903,-117.55117,94.93,Managed,Flow (whole reach),12.11,963,0.949,17.39573681,80,2.9,177.8,0.917,1.182,0.27,78.74,56.3,9.85,22.62,0.002,44.56,64.76,93.18,43.18,106,20.45,241.84,48.914
71,3616,Cusick,2007,CRB,I,2,1.70E+11,014-05-I,14,5,R6,Colville,Newport,WA,48.455816,-117.348572,95.59,Managed,Flow (whole reach),20.45,737.8,0.835,12.4748396,160,3.65,164,0.555,1.182,0.24,121.95,55.24,10.29,34.63,0.002,71.77,73.9,100,100,84,57.14,176.83,40.696
75,91,Hughes,2002,CRB,IS,5,1.70E+11,015-06-IS,15,6,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,100,Reference,,39.77,883.7,1.239,79.95170662,70,10.65,246.5,0.252,1.182,1.04,24.34,82.84,20.45,36.49,0.015,,27.67,93.75,60.42,75,65.96,259.63,108.246
88,4087,West Gold,2008,CRB,I,3,1.70E+11,020-02-I,20,2,R1,Panhandle,Sandpoint,ID,47.94838,-116.467803,100,Managed,Flow (whole reach),16.68,821.8,1.275,74.68262488,60,7.16,151.3,3.278,1.182,0.48,59.48,40.98,16.37,46.26,0.079,4.63,7.38,100,47.37,129,13.51,462.66,60.222
152,188,Cow,2004,CRB,I,4,1.70E+11,036-09-I,36,9,R1,Kootenai,Libby,MT,48.225796,-115.214037,91.62,Managed,,27.79,925.9,0.628,46.04786852,210,3.23,167.2,2.793,1.182,0.19,65.79,29.43,23.03,61.09,0.038,20.27,24.2,92.86,88.1,88,51.28,245.22,72.006
181,222,Logan,2003,CRB,I,3,1.70E+11,042-04-I,42,4,R1,Flathead,Hungry Horse,MT,48.140172,-113.715331,100,Managed,,17.18,1089.2,1.375,36.37447711,120,6.23,188.5,2.239,1.182,0.19,42.44,19.05,21.02,58.84,0.063,1.33,6.5,95.45,75,130,11.63,254.64,71.82
304,6014,Slowey,2011,CRB,I,1,1.70E+11,063-03-I,63,3,R1,Lolo,Superior,MT,47.280623,-114.973021,99.32,Managed,Flow (whole reach),8.06,1113.2,0.786,33.22536179,250,1.96,157.5,3.771,1.182,0.16,76.19,19.75,7.3,11.01,0.0165,25.96,36.9,97.37,31.58,93,45.71,203.17,64.314
1373,1899,Deep,2005,CRB,I,5,1.71E+11,096-14-I,96,14,R4,Salmon-Challis,Salmon-Cobalt,ID,45.104211,-114.16262,100,Managed,,45.02,1701.8,0.674,64.4419566,10,4.85,171.1,3.068,1.182,0.29,29.22,19.87,21.92,54.02,0.073,0,1.07,92.86,64.29,79,61.9,93.51,329.386
1878,2414,S.F. Umatilla,2006,CRB,I,1,1.71E+11,134-06-I,134,6,R6,Umatilla,Walla Walla,OR,45.677999,-118.21687,100,Managed,Flow (whole reach),60.59,823.8,1.09,43.598888,30,10.47,215.9,1.792,1.182,0.51,23.16,20.8,44.36,79.08,0.108,2.93,13.07,100,80.95,147,4.88,111.16,61.621
1972,2585,Wilson,2006,CNTRCT,I,,1.70E+11,509-14-I,509,14,R4,Sawtooth,Ketchum,ID,43.771211,-114.24509,100,Managed,Flow (whole reach),16.73,2101.8,0.88,28.55541115,230,7.52,172,2.459,1.182,0.23,34.88,15.76,22.91,20.27,0.0205,9.89,13,100,77.5,129,14.71,81.4,22.439
1998,7822,Spawn Extra 2,2013,OTHER,I,,1.60E+11,499-05-I,499,5,R4,Uinta-Wasatch-Cache,Logan,UT,41.83342,-111.570386,99.01,Managed,Flow (whole reach),13,1846,0.875,21.7039479,360,2.69,163.9,4.009,1.182,0.18,48.81,19.89,8.59,11.87,0.023,14.44,26.67,100,87.5,120,22.5,0,0
2056,2509,Goose,2006,SPCL,R,,1.70E+11,174-09-R,174,9,R4,Sawtooth,Minidoka,ID,42.086735,-114.261372,100,Managed,Flow (whole reach),40.95,1874.5,0.743,20.49004944,40,4.77,164.9,1.352,1.182,0.26,30.32,30.26,24.43,47.63,0.06,10.8,18,97.62,88.1,126,17.5,0,0
19,20,M.F. Toats Coulee,2003,CRB,I,3,1.70E+11,006-05-I,6,5,R6,Okanogan-Wenatchee,Tonasket,WA,48.86052,-119.846971,98.07,Managed,,70.09,1395.1,0.755,47.60505085,70,6.47,169.5,0.454,1.181,0.47,53.1,75.52,19.17,41.65,0.011,22.04,38.66,84.09,68.18,91,41.46,1103.24,170.59
561,750,Little Wood,2003,CRB,I,3,1.70E+11,101-04-I,101,4,R4,Sawtooth,Ketchum,ID,43.671015,-114.034987,100,Managed,,51.56,1952.2,0.78,56.38701688,100,8.75,228.2,1.635,1.181,0.43,17.53,22.09,22.76,23.2,0.066,1.33,9,97.78,62.22,109,30,65.73,18.412
1146,1612,Cottonwood,2003,CRB,I,3,1.70E+11,173-10-I,173,10,R4,Humboldt-Toiyabe,Jarbidge,NV,41.744448,-115.187427,100,Managed,,40.61,1917.2,0.641,55.68783587,30,5.84,160.6,1.544,1.181,0.21,74.72,53.86,23.03,45.22,0.05,7.68,8.19,90,62.5,118,24.14,130.76,6.963
1176,7677,Mud,2013,CNTRCT,I,,1.71E+11,500-05-I,500,5,OR-WA BLM,Burns,Andrews ,OR,42.601,-118.708598,100,Managed,Flow (whole reach),17.25,1711.9,0.79,0,90,2.53,167.5,1.319,1.181,0.2,83.58,26.69,5.38,15.13,0.009,82.71,89.87,97.5,97.5,84,60,5.97,0.052
1305,1824,Lost Johnny,2005,CRB,I,5,1.70E+11,039-14-I,39,14,R1,Flathead,Hungry Horse,MT,48.301604,-113.968921,100,Managed,,24.23,1095.8,1.463,63.1691398,120,7.9,205.1,3.028,1.181,0.24,14.63,15.07,18.34,56.27,0.063,0.22,2.22,100,100,96,44.74,546.08,186.525
1773,5963,E.F. Bull,2011,CRB,I,1,1.70E+11,026-05-I,26,5,R1,Kootenai,Cabinet,MT,48.11548,-115.686317,99.7,Reference,Flow (whole reach),19.63,994.9,1.867,,10,11.09,253.9,4.297,1.181,0.47,15.75,11.03,13.44,23.28,0.18,,,100,92,103,40,866.48,953.264
1819,6060,Wind Lakes,2011,CRB,I,1,1.71E+11,077-02-I,77,2,R1,Clearwater,Powell,ID,46.407849,-114.80315,100,Reference,Flow (whole reach),38.09,1594.7,1.405,47.29661969,10,11.18,263,1.281,1.181,0.5,19.01,21.14,17.72,34.46,0.074,1.33,3.2,97.62,83.33,117,22.5,304.18,51.589
1877,2413,N.F. Umatilla,2006,CRB,I,1,1.71E+11,134-05-I,134,5,R6,Umatilla,Walla Walla,OR,45.726626,-118.176082,88.08,Managed,Flow (whole reach),78.69,732.6,1.218,55.08991378,50,12.29,205.1,1.741,1.181,0.62,29.25,30.03,21.09,39.3,0.072,0.78,2.56,100,69.05,137,4.76,292.54,569.654
2126,3928,Carrol,2007,CRB,I,2,1.71E+11,138-06-I,138,6,R6,Wallowa-Whitman,Wallowa Valley,OR,45.281021,-116.999515,98.02,Managed,Other (make comment),19.1,1316.8,0.804,,,4.49,163.7,3.543,1.181,0,0,0,15.62,0,0.0965,,,80.95,54.76,120,16.67,103.85,42.635
2144,3924,Half Moon,2007,MRB,I,2,1.00E+11,299-11-I,299,11,R1,Lewis & Clark,Judith,MT,46.822335,-109.272839,100,Reference,No flow (dry),22.35,1707.5,0.956,,,4.76,198,1.495,1.181,0,0,0,20.69,0,0.054,,,100,28,141,0,40.4,7.653
3,6512,Rusty,2012,CRB,K,2,1.70E+11,004-11-K,4,11,R6,Okanogan-Wenatchee,Tonasket,WA,48.538888,-119.824973,92.8,Managed,Flow (whole reach),6.15,911,0.484,21.27461317,100,1.97,113.5,5.251,1.18,0.14,167.4,24.58,7.35,19.58,0.002,68.62,75.08,100,94.44,101,38.89,61.67,12.308
190,2186,Lewis,2006,CRB,I,1,1.70E+11,044-02-I,44,2,R1,Flathead,Spotted Bear,MT,47.65972,-113.340349,99.28,Reference,Flow (whole reach),17.25,1279.8,1.019,36.51743005,200,4.75,166.6,1.561,1.18,0.26,90.04,66.81,13.11,29.94,0.021,26.41,34.29,100,100,119,19.05,258.1,58.64
276,4160,N.F. Trapper,2008,CRB,I,3,1.70E+11,057-19-I,57,19,R1,Bitterroot,Darby,MT,45.923928,-114.25748,99.92,Reference,Flow (whole reach),19.26,1662.1,1.21,55.04747416,10,7.69,164,0.451,1.18,0.51,48.78,55.18,12.12,24.42,0.01,27.33,29.17,90.48,59.52,77,53.85,939.02,508.707
302,3880,N.F. Fish,2007,CRB,IS,2,1.70E+11,062-10-IS,62,10,R1,Lolo,Ninemile,MT,46.928352,-114.825183,99.53,Reference,Flow (whole reach),60.65,1118.8,1.682,42.82606794,130,10.36,265.9,1.61,1.18,0.3,22.56,29.26,34.19,66.5,0.07,1.78,4.56,95.45,72.73,115,28.95,349.76,118.764
411,7361,Bargamin,2013,CRB,I,3,1.71E+11,085-06-I,85,6,R1,Nez Perce,Red River,ID,45.707059,-115.050375,100,Reference,Flow (whole reach),89.89,1466.9,1.046,31.66482724,20,14.15,244.6,1.145,1.18,0.4,12.26,21.95,25.41,39,0.0725,8.09,14.24,82.5,75,112,43.24,253.48,183.606
482,653,Trail,2004,CRB,I,4,1.71E+11,092-04-I,92,4,ID BLM,Idaho Falls,Salmon,ID,44.859958,-113.794453,99.05,Managed,,12.23,1974.5,0.57,29.98065087,50,2.52,165.2,3.626,1.18,0.19,18.16,5.39,17.74,37.26,0.056,5.78,12.67,100,83.33,126,21.43,54.48,4.1
1017,1459,Reynolds,2001,CRB,I,1,1.71E+11,154-08-I,154,8,R6,Malheur,Prairie City,OR,44.419701,-118.522467,95.93,Managed,,60.27,1293.5,0.763,,50,9.5,267.9,1.553,1.18,0.27,26.13,32.74,67,198.52,0.015,,,95.45,79.55,97,48.84,332.21,240.49
1388,1915,Big Boulder,2005,CRB,I,5,1.71E+11,108-06-I,108,6,R4,Sawtooth,SNRA,ID,44.127486,-114.49862,99.35,Managed,,51.24,2153.8,0.852,58.227194,40,8.23,203,1.798,1.18,0.5,34.48,37.24,24.43,42.33,0.056,1.05,8.48,92.86,50,98,48.39,34.48,9.651
1412,5514,North Hornet,2010,CRB,I,5,1.71E+11,130-02-I,130,2,R4,Payette,Council,ID,44.880035,-116.574498,98.45,Managed,Flow (whole reach),32.84,1155.9,0.814,42.77897017,70,6.56,153.7,2.101,1.18,0.2,45.54,50.03,20.97,51.19,0.0525,8.57,11.71,87.5,37.5,129,18.75,169.16,52.999
1506,2071,Meadow,2005,CNTRCT,I,,1.71E+11,505-06-I,505,6,R4,Boise,Idaho City,ID,43.773973,-115.644524,100,Managed,,14.56,1630.7,0.832,17.40410882,70,4.09,163.8,2.363,1.18,0.23,73.26,39.13,15.19,37.52,0.0055,33.69,61.54,100,92.86,114,29.27,366.3,98.294
1816,2252,Big Flat,2006,CRB,I,1,1.71E+11,076-10-I,76,10,R1,Clearwater,Powell,ID,46.40259,-114.492924,99.8,Reference,Flow (whole reach),36.92,1479.6,1.43,,10,9.36,251.5,,1.18,0.36,31.81,47.87,22.13,102.19,0.0375,12.42,18.09,100,95.24,73,65.85,656.06,117.666
2043,2589,N.F. Malheur,2006,CRB,K,1,1.71E+11,146-01-K,146,1,OR-WA BLM,Vale,Malheur,OR,44.024909,-118.274188,93.28,Managed,Flow (whole reach),443.93,1132.6,0.691,,,12.52,121,1.017,1.18,,,,,0,,,,100,83.33,127,9.76,,
2295,6860,Rocky,2012,CRB,I,2,1.70E+11,023-11-I,23,11,R1,Kootenai,Three Rivers,MT,48.612291,-116.00939,77.12,Managed,Flow (whole reach),5.24,712,0.722,0,360,2.08,159.4,1.575,1.18,0.14,112.92,24.03,9.35,16.4,0.002,100,100,100,68.42,136,7.89,840.65,141.703
2630,5774,N.F. Little Boulder,2010,MRB,I,5,1.00E+11,226-07-I,226,7,R1,Beaverhead-Deerlodge,Jefferson,MT,46.194377,-112.141096,100,Managed,Flow (whole reach),48.17,1488,0.547,36.43940831,70,4.05,169.3,2.451,1.18,0.4,64.97,41.7,8.46,14.82,0.026,43.18,48.3,100,73.81,89,66.67,64.97,10.736
2677,4584,Painter,2008,CNTRCT,I,,1.00E+11,517-21-I,517,21,R1,Beaverhead-Deerlodge,Dillon,MT,45.104794,-113.253535,100,Managed,Flow (whole reach),21.22,2138,0.752,53.5013919,20,4.4,171,4,1.18,0.2,52.63,27.66,12.97,38.54,0.062,2.15,10.47,72.73,70.45,115,12.2,134.5,34.116
2843,5236,Sourdough,2009,MRB,I,4,1.00E+11,218-09-I,218,9,R1,Beaverhead-Deerlodge,Dillon,MT,44.755112,-112.877681,100,Managed,Flow (whole reach),8.38,2223,0.577,0,,1.74,168.3,2.543,1.18,0.16,112.89,49.08,6.58,8.24,0.002,51,72.01,100,97.62,123,11.9,0,0
99,7300,Fourth of July,2013,CRB,I,3,1.70E+11,021-19-I,21,19,R1,Panhandle,Coeur dAlene River,ID,47.581861,-116.467327,90.08,Managed,Flow (whole reach),38.73,671,1.135,65.16951998,100,8.1,211.3,0.819,1.179,0.57,37.86,51.92,20.71,34.25,0.035,1.92,5.5,100,71.15,116,26.53,132.51,54.61
137,168,Cooper,2002,CRB,I,2,1.70E+11,032-04-I,32,4,R1,Lolo,Plains-Thompson Falls,MT,47.542849,-115.612253,99.01,Managed,,40.87,981.8,1.278,44.58741923,20,9.54,283.4,1.74,1.179,0.44,21.17,26.39,20.65,78.86,0.068,,1.11,95.65,41.3,148,0,218.77,88.329
221,271,Willow,2001,CRB,IS,5,1.70E+11,050-04-IS,50,4,R1,Helena,Lincoln,MT,46.892914,-112.724099,97.9,Managed,,20.66,1483.1,0.642,,60,4.53,89,2.438,1.179,0.21,67.42,29.33,14.76,97.23,0.038,,,63.64,18.18,118,20.45,134.83,8.833
678,4986,Trapper,2009,CRB,I,4,1.71E+11,115-09-I,115,9,R4,Salmon-Challis,Middle Fork,ID,44.59664,-114.60368,100,Reference,Flow (whole reach),62.45,1852.8,0.757,51.05986576,20,8.03,162.5,2.222,1.179,0.34,36.92,28.25,27.36,25.63,0.05,3.56,6.78,100,80.95,128,16.67,375.38,727.828
698,7456,Canyon,2013,CRB,I,3,1.71E+11,116-13-I,116,13,R4,Boise,Lowman,ID,44.193362,-115.247333,100,Managed,Flow (whole reach),81.43,1554,1.107,79.19677455,90,10.92,246.7,3.194,1.179,0.41,28.37,33.44,15.92,24.83,0.154,0.29,1.71,100,95,95,45,324.28,163.35
750,5009,Meadow,2009,CRB,I,4,1.71E+11,119-09-I,119,9,R4,Payette,Krassel,ID,44.895486,-115.339166,98.19,Managed,Flow (whole reach),18,1998.8,0.907,25.14656523,60,7.6,163.5,0.502,1.179,0.52,30.58,40.31,20.31,26.42,0.03,23.09,44.24,100,52.38,130,6.67,18.35,0.863
1048,2472,Sugar,2006,CRB,IS,1,1.71E+11,157-15-IS,157,15,R6,Deschutes & Ochoco,Paulina,OR,44.22315,-119.81242,92.31,Managed,Flow (whole reach),24.66,1208,0.451,56.4671108,110,2.3,170.2,0.676,1.179,0.29,88.13,75.03,7.65,19.02,0.0115,8.5,34.88,97.62,90.48,79,60,217.39,18.595
1079,1537,Buck Hollow (lower),2002,CRB,K,2,1.71E+11,163-01-K,163,1,OR-WA BLM,Prineville,Deschutes,OR,45.165221,-120.797257,3.24,Managed,,160.58,546.2,0.328,,,4.96,110,1.273,1.179,,,,,0,,,,100,92.31,138,5.26,,
1092,2495,Rudio,2006,CRB,K,3,1.71E+11,164-11-K,164,11,OR-WA BLM,Prineville,Central Oregon,OR,44.714157,-119.545225,41.33,Managed,Flow (whole reach),55.14,903.9,0.444,,0,7,124,7.815,1.179,,,,,0,,,,100,57.14,130,19.05,,
1094,1554,Henry,2003,CRB,K,3,1.71E+11,164-13-K,164,13,R6,Umatilla,Heppner,OR,44.954286,-119.766307,100,Managed,,8.21,1064.2,0.469,,,2.36,116,3.655,1.179,,,,,0,,,,100,77.5,131,15,,
1800,6024,Little Sand,2011,CRB,I,1,1.71E+11,067-07-I,67,7,R1,Clearwater,Palouse,ID,46.921105,-116.628172,59.23,Managed,Flow (whole reach),19.09,872.9,1.07,51.30418762,20,5.42,181.8,1.155,1.179,0.34,115.51,87.29,9.81,11.39,0.0085,53.76,73.69,100,56.82,103,31.82,555.56,282.444
1881,6193,E.F. Meacham,2011,CRB,I,1,1.71E+11,141-02-I,141,2,R6,Umatilla,Walla Walla,OR,45.478077,-118.260826,93.99,Managed,Flow (whole reach),19.22,853.9,0.922,40.41734627,40,5.44,199.8,3.689,1.179,0.2,5.01,1.6,16.4,30.39,0.069,0.67,1.33,85.42,66.67,134,9.3,145.15,27.413
2169,6759,Middle Brownlee,2012,CRB,I,2,1.71E+11,131-18-I,131,18,R4,Payette,Weiser,ID,44.704336,-116.90573,99.17,Managed,Flow (whole reach),17.92,1214.3,0.83,30.85877237,110,4.18,170.8,3.085,1.179,0.18,105.39,25.7,12.29,26.18,0.022,8.61,11.8,95.24,64.29,120,21.43,286.89,45.177
2531,4029,Red 3,2007,CNTRCT,I,2,1.71E+11,514-03-I,514,3,R1,Nez Perce,Red River,ID,45.733974,-115.310435,97.84,Managed,Flow (whole reach),119.61,1361.2,1.013,28.16058865,40,13.02,283,1.106,1.179,0.24,14.13,19.79,25.08,75.44,0.07,8.83,11,100,100,108,36.17,462.9,188.62
2634,4545,Norton,2008,CRB,K,3,1.70E+11,053-07-K,53,7,R1,Beaverhead-Deerlodge,Butte,MT,45.963331,-112.789496,100,Managed,Flow (whole reach),12.35,1755,0.532,,,1.56,125,2.528,1.179,0.17,96,43.84,5.49,6.98,,,,95.24,92.86,83,47.62,,
3257,6509,Beaverdam,2012,CRB,K,2,1.70E+11,175-17-K,175,17,R4,Sawtooth,Minidoka,ID,42.0637,-114.0862944,100.0000063,Managed,Flow (whole reach),7.07733968,1728.263428,0.50092,0,90,1.41,127.3,3.213,1.179,0.06,70.7,6.05,12.85,23.88,0.008,12.06,22.06,100,30.95,147,0,0,0
90,114,Jordan,2003,CRB,I,3,1.70E+11,020-04-I,20,4,R1,Panhandle,Coeur dAlene River,ID,47.944245,-116.055527,99.48,Reference,,10.95,996.3,1.294,27.28709592,40,5.51,191.7,2.384,1.178,0.22,26.08,17.37,26.37,109.23,0.033,3.67,7.17,89.58,68.75,118,19.51,73.03,26.591
216,266,E.F. of N.F. of Blackfoot,2004,CRB,I,4,1.70E+11,049-08-I,49,8,R1,Helena,Lincoln,MT,47.173258,-112.820157,98.87,Reference,,104.24,1747,1.116,33.22745242,150,9.93,203.6,0.432,1.178,0.47,19.65,61.25,30.93,59.97,0.051,19.17,23.83,92.86,52.38,124,11.9,343.81,139.222
357,3613,Partridge,2007,CRB,I,2,1.71E+11,072-10-I,72,10,R1,Clearwater,Palouse,ID,46.789184,-116.132068,74.39,Managed,Flow (whole reach),4.63,925.3,1.124,1.208834659,20,1.21,86,0.942,1.178,0.16,151.16,50,4.28,14.87,0.004,56.41,63.6,100,100,70,70.73,23.26,0.728
467,7386,Mill,2013,CRB,I,3,1.71E+11,091-05-I,91,5,R4,Salmon-Challis,Leadore,ID,44.679546,-113.610426,100,Managed,Flow (whole reach),13.01,2337,0.706,76.93788909,10,4.27,165.9,3.333,1.178,0.26,54.25,23.63,9.34,17.62,0.063,2.52,3.94,97.37,78.95,81,50,614.83,76.592
654,4268,Mill,2008,CRB,K,3,1.71E+11,111-13-K,111,13,ID BLM,Idaho Falls,Challis,ID,44.555807,-114.279105,98.84,Managed,Flow (whole reach),72.71,1606.6,0.58,,,5.2,121,2.322,1.178,0.44,57.85,42.64,20.1,25.02,,,,97.62,45.24,127,17.07,,
661,2338,W.F. Camas,2006,CRB,IK,1,1.71E+11,112-08-IK,112,8,R4,Salmon-Challis,Salmon-Cobalt ,ID,44.820007,-114.525024,100,Managed,Flow (whole reach),98.76,1606,0.762,48.14007788,110,7.74,246,1.488,1.178,0.52,28.46,33.86,27.09,55.33,0.06,2.19,4.1,97.62,66.67,131,15.79,97.56,8.297
1093,4393,Henry,2008,CRB,I,3,1.71E+11,164-13-I,164,13,R6,Umatilla,Heppner,OR,44.942963,-119.764636,100,Managed,Flow (whole reach),22.31,1009.8,0.451,21.58079238,160,2.84,174.3,2.186,1.178,0.22,45.9,18.13,29.3,87.03,0.025,11.08,19.86,95.45,95.45,147,2.38,11.47,5.222
1427,5539,Third,2010,CRB,I,5,1.71E+11,133-13-I,133,13,R6,Umatilla,Pomeroy,WA,46.046775,-117.624414,100,Reference,Flow (whole reach),57.21,823.7,0.945,32.42024058,40,7.33,164.1,2.974,1.178,0.29,42.66,20.11,15.28,29.69,0.06,4.86,7.71,100,95.24,129,16.67,97.5,37.451
1507,2072,Black Warrior,2005,CNTRCT,I,,1.71E+11,505-07-I,505,7,R4,Boise,Idaho City,ID,43.840808,-115.256056,100,Managed,,33.61,1546.2,0.984,25.54718159,50,6.51,176.7,2.309,1.178,0.23,39.62,29.77,23.79,50,0.068,11.71,26.67,100,60.47,127,19.51,39.62,8.095
2003,2120,Sherman,2006,SPCL,R,,1.70E+11,010-13-R,10,13,R6,Colville,Three Rivers,WA,48.59103,-118.321869,99.99,Managed,Flow (whole reach),92.07,808.9,0.71737,31.95959374,90,7.22,172.2,1.986,1.178,0.37,23.23,21.2,19.61,29.8,0.08,7.28,11.28,95.45,68.18,125,26.83,383.28,49.041
2044,2375,Boulder,2006,SPCL,R,,1.71E+11,123-20-R,123,20,R4,Payette,New Meadows,ID,45.159828,-116.378433,100,Managed,Flow (whole reach),63.88,1387.3,1.156,30.100323,50,11.32,248.3,1.696,1.178,0.3,16.11,21.71,23.77,42.23,0.09,2.33,4.17,100,88.1,125,21.43,149.01,52.568
2548,5717,Moose,2010,CNTRCT,I,5,1.71E+11,512-11-I,512,11,R1,Clearwater,North Fork,ID,46.722744,-115.086024,99.54,Managed,Flow (whole reach),188.98,963,1.392,38.4931914,40,16.99,493.9,0.599,1.178,0.71,10.12,44.4,20.51,31.74,0.0675,2.13,8.8,92,70,115,30.61,143.75,79.133
94,7295,Laverne,2013,CRB,I,3,1.70E+11,021-07-I,21,7,R1,Panhandle,Coeur dAlene River,ID,47.707691,-116.375558,100,Managed,Flow (whole reach),17.78,781.1,1.289,50.51131311,60,6.17,193.8,1.76,1.177,0.2,46.44,30.7,14.96,26.72,0.07,2.22,7.85,100,100,112,29.17,82.56,30.393
122,146,W.F. Rock,2001,CRB,I,1,1.70E+11,026-04-I,26,4,R1,Kootenai,Cabinet,MT,48.024752,-115.706302,99.7,Managed,,15.12,844.9,1.451,,50,4.11,129.5,2.826,1.177,0.23,84.94,46.8,14.75,63.54,0.05,,,97.62,42.86,127,20,84.94,113.406
852,3678,East Pine,2007,CRB,I,2,1.71E+11,131-14-I,131,14,R6,Wallowa-Whitman,Whitman ,OR,44.94443,-117.108389,95.28,Managed,Flow (whole reach),46.81,958.1,1.094,21.58570285,60,8.99,207.4,1.856,1.177,0.21,33.75,26.52,19.96,66.76,0.054,15.71,24.24,90.48,57.14,120,26.83,207.33,38.992
856,2408,Tucannon,2006,CRB,IS,5,1.71E+11,132-15-IS,132,15,R6,Umatilla,Pomeroy,WA,46.187924,-117.617846,100,Reference,Flow (whole reach),59.98,1073.8,1.028,57.98173605,40,9.77,172.7,1.5,1.177,0.53,23.16,57.61,36.28,117.38,0.0465,2.22,4.67,100,71.43,121,28.57,237.41,135.365
963,1391,Gabe,2003,CRB,K,3,1.71E+11,147-12-K,147,12,R6,Malheur,Emigrant Creek,OR,44.004656,-118.713431,99.96,Managed,,5.89,1291,0.433,,,2.38,117,2.872,1.177,,,,,0,,,,100,25,135,10.53,,
1947,6317,Favorite Gulch,2011,MRB,I,1,1.00E+11,234-06-I,234,6,R1,Helena,Helena,MT,46.748196,-111.875784,64.62,Managed,No flow (completely dry),20.88,1118.5,0.331,,,4.11,169,2.811,1.177,0,0,0,17.59,0,0.036,,,100,42.86,154,0,11.83,0.888
2124,6721,Middle Fork,2012,CRB,I,2,1.70E+11,043-14-I,43,14,R1,Flathead,Spotted Bear,MT,47.828718,-113.586719,100,Managed,Flow (whole reach),27.29,1359.5,1.659,67.61452573,90,8.47,192.6,3.463,1.177,0.32,103.84,51.14,14.5,41.94,0.1,0.91,2.77,97.37,34.21,92,47.37,244.03,90.265
3269,6928,Morrell 2,2012,SPCL,I,8,1.70E+11,526-03-I,526,3,R1,,,MT,47.28944444,-113.4718194,99.83713176,Managed,Flow (whole reach),26.36724463,1451.418579,1.2896,80.61399711,100,8.21,188.6,0.997,1.177,0.49,53.02,47.14,23.72,40.86,0.032,0.81,8.33,95.65,65.22,73,71.79,1187.7,284.519
22,4783,Andrews,2009,CRB,IS,3,1.70E+11,006-16-IS,6,16,R6,Okanogan-Wenatchee,Methow Valley,WA,48.858404,-120.161358,100,Reference,Flow (whole reach),36.38,1419.6,0.909,36.52949556,30,11.12,230,2.37,1.176,0.34,26.09,20.43,22.3,47.83,0.055,39.89,40.44,97.5,42.5,105,30.77,1134.78,820.383
238,300,Tin Cup Joe,2003,CRB,I,3,1.70E+11,053-05-I,53,5,R1,Beaverhead-Deerlodge,Pintler,MT,46.38579,-112.895626,100,Managed,,17.84,1888.7,0.872,60.58006026,30,4.3,174.6,2.6,1.176,0.29,45.82,26.35,23.66,36.32,0.049,5.5,13.33,90.48,83.33,86,60.98,229.1,17.128
482,4941,Trail,2009,CRB,I,4,1.71E+11,092-04-I,92,4,ID BLM,Idaho Falls,Salmon,ID,44.859958,-113.794453,99.05,Managed,Flow (whole reach),12.23,1974.5,0.57,43.48256392,60,2.67,166.8,3.579,1.176,0.16,35.97,9.17,11.35,11.74,0.0375,0.11,2,92.86,61.9,115,22.5,143.88,18.702
489,4946,Haynes,2009,CRB,IK,4,1.71E+11,092-14-IK,92,14,ID BLM,Idaho Falls,Salmon,ID,45.004375,-113.704515,98.1,Managed,Flow (whole reach),39.54,1546.1,0.519,53.41662571,40,2.92,170,2.418,1.176,0.21,64.71,25.47,8.14,12.15,0.028,0.67,3.97,92.86,66.67,92,47.5,88.24,6.728
589,782,Rabbit,2004,CRB,I,4,1.71E+11,107-03-I,107,3,R4,Boise,Idaho City,ID,43.817205,-115.664663,100,Managed,,33.19,1457.3,0.898,31.39179547,90,3.96,168.1,1.582,1.176,0.34,29.74,33.31,25.48,42.96,0.024,19.67,31.41,97.62,83.33,116,20.51,89.23,11.926
892,7473,Freezeout,2013,CRB,I,3,1.71E+11,137-06-I,137,6,R6,Wallowa-Whitman,Hells Canyon NRA,OR,45.371685,-116.761213,99.5,Managed,Flow (whole reach),23.8,1099.8,0.931,57.28425126,110,7.49,199.3,5.078,1.176,0.22,100.35,37.08,17.91,48.29,0.072,1.87,4.73,97.92,72.92,130,11.11,642.25,312.357
950,6202,Crane,2011,CRB,I,1,1.71E+11,146-02-I,146,2,R6,Malheur,Prairie City,OR,44.148891,-118.38532,96.16,Managed,Flow (whole reach),68.1,1418.2,0.735,26.63430654,,6.86,179.4,1.973,1.176,0.29,44.59,25.36,25.14,39.19,0.0525,1.36,7.74,95.45,90.91,126,23.26,312.15,325.941
